user,lang,langnum
8732,DE,3
8733,DE,3
8734,DE,3
8735,DE,3
8736,FR,6
8737,DE,3
8738,TR,19
8739,TH,18
8740,DE,3
8741,FR,6
8742,DE,3
8743,FR,6
8744,ES,4
8745,HU,7
8746,JA,9
8747,FR,6
8748,PL,14
8749,FR,6
8750,FR,6
8751,KO,10
8752,ES,4
8753,ES,4
8754,FR,6
8755,JA,9
8756,PL,14
8757,DE,3
8758,FR,6
8759,ES,4
8760,RU,16
8761,PT,15
8762,TR,19
8763,JA,9
8764,DE,3
8765,RU,16
8766,DE,3
8767,DE,3
8768,RU,16
8769,DE,3
8770,FR,6
8771,DE,3
8772,FR,6
8773,ZH,20
8774,FR,6
8775,PT,15
8776,SV,17
8777,PL,14
8778,DE,3
8779,DE,3
8780,ES,4
8781,ES,4
8782,RU,16
8783,RU,16
8784,JA,9
8785,ZH,20
8786,RU,16
8787,TR,19
8788,ES,4
8789,FR,6
8790,FR,6
8791,PT,15
8792,DE,3
8793,CS,1
8794,ES,4
8795,FR,6
8796,RU,16
8797,FR,6
8798,DE,3
8799,FR,6
8800,RU,16
8801,DE,3
8802,ZH,20
8803,ES,4
8804,KO,10
8805,DE,3
8806,ES,4
8807,DE,3
8808,FR,6
8809,NL,11
8810,OTHER,13
8811,DE,3
8812,IT,8
8813,RU,16
8814,DE,3
8815,DE,3
8816,DE,3
8817,ZH,20
8818,RU,16
8819,DE,3
8820,RU,16
8821,RU,16
8822,DE,3
8823,OTHER,13
8824,FR,6
8825,RU,16
8826,DE,3
8827,DE,3
8828,NO,12
8829,ES,4
8830,RU,16
8831,DE,3
8832,DE,3
8833,FR,6
8834,CS,1
8835,NL,11
8836,CS,1
8837,DE,3
8838,DE,3
8839,KO,10
8840,DE,3
8841,DE,3
8842,FR,6
8843,ES,4
8844,ZH,20
8845,HU,7
8846,PT,15
8847,DE,3
8848,FR,6
8849,RU,16
8850,KO,10
8851,IT,8
8852,DE,3
8853,DE,3
8854,FR,6
8855,DE,3
8856,ES,4
8857,DE,3
8858,ES,4
8859,RU,16
8860,DE,3
8861,FR,6
8862,NO,12
8863,NO,12
8864,DE,3
8865,PL,14
8866,TH,18
8867,DE,3
8868,FR,6
8869,RU,16
8870,IT,8
8871,OTHER,13
8872,FR,6
8873,DE,3
8874,ES,4
8875,DE,3
8876,FR,6
8877,FR,6
8878,JA,9
8879,FR,6
8880,DE,3
8881,FR,6
8882,DE,3
8883,RU,16
8884,DE,3
8885,FR,6
8886,ZH,20
8887,RU,16
8888,FR,6
8889,ES,4
8890,DE,3
8891,ES,4
8892,RU,16
8893,DE,3
8894,ZH,20
8895,FR,6
8896,DE,3
8897,FR,6
8898,NL,11
8899,ZH,20
8900,RU,16
8901,SV,17
8902,FR,6
8903,SV,17
8904,ES,4
8905,KO,10
8906,FR,6
8907,PT,15
8908,FR,6
8909,ZH,20
8910,NO,12
8911,CS,1
8912,DA,2
8913,RU,16
8914,FI,5
8915,RU,16
8916,DE,3
8917,FR,6
8918,FR,6
8919,DE,3
8920,ZH,20
8921,FR,6
8922,ZH,20
8923,PT,15
8924,ES,4
8925,FR,6
8926,DE,3
8927,DE,3
8928,FR,6
8929,FR,6
8930,DE,3
8931,ES,4
8932,DE,3
8933,FR,6
8934,RU,16
8935,ZH,20
8936,FR,6
8937,RU,16
8938,RU,16
8939,PT,15
8940,DE,3
8941,FR,6
8942,OTHER,13
8943,IT,8
8944,ES,4
8945,RU,16
8946,ES,4
8947,ES,4
8948,RU,16
8949,ZH,20
8950,PT,15
8951,FR,6
8952,DE,3
8953,FR,6
8954,FR,6
8955,DE,3
8956,ES,4
8957,ES,4
8958,ES,4
8959,DE,3
8960,DE,3
8961,JA,9
8962,OTHER,13
8963,FR,6
8964,DA,2
8965,RU,16
8966,DE,3
8967,SV,17
8968,ZH,20
8969,DE,3
8970,ES,4
8971,DE,3
8972,FR,6
8973,FR,6
8974,FR,6
8975,ES,4
8976,ES,4
8977,FR,6
8978,ES,4
8979,FR,6
8980,JA,9
8981,DE,3
8982,ZH,20
8983,FR,6
8984,TH,18
8985,ZH,20
8986,DE,3
8987,TH,18
8988,ZH,20
8989,FR,6
8990,PT,15
8991,FI,5
8992,FR,6
8993,FR,6
8994,ES,4
8995,ZH,20
8996,RU,16
8997,FR,6
8998,PT,15
8999,FI,5
9000,RU,16
9001,DE,3
9002,CS,1
9003,ES,4
9004,FI,5
9005,RU,16
9006,TH,18
9007,DE,3
9008,FR,6
9009,FR,6
9010,ZH,20
9011,DE,3
9012,PL,14
9013,NO,12
9014,FR,6
9015,DE,3
9016,DE,3
9017,OTHER,13
9018,FR,6
9019,ES,4
9020,DE,3
9021,FR,6
9022,FR,6
9023,FR,6
9024,DE,3
9025,ES,4
9026,TR,19
9027,ES,4
9028,FR,6
9029,FR,6
9030,PT,15
9031,PT,15
9032,DE,3
9033,IT,8
9034,ES,4
9035,DE,3
9036,ZH,20
9037,KO,10
9038,FR,6
9039,RU,16
9040,ZH,20
9041,RU,16
9042,ES,4
9043,TR,19
9044,FR,6
9045,DE,3
9046,RU,16
9047,TH,18
9048,RU,16
9049,PT,15
9050,DE,3
9051,RU,16
9052,DE,3
9053,PT,15
9054,TH,18
9055,PT,15
9056,HU,7
9057,DA,2
9058,FR,6
9059,FR,6
9060,TR,19
9061,ES,4
9062,ES,4
9063,DE,3
9064,RU,16
9065,DE,3
9066,ZH,20
9067,TR,19
9068,DE,3
9069,TH,18
9070,ES,4
9071,ES,4
9072,ZH,20
9073,DE,3
9074,RU,16
9075,ZH,20
9076,PT,15
9077,KO,10
9078,RU,16
9079,ES,4
9080,DE,3
9081,FR,6
9082,ES,4
9083,DE,3
9084,RU,16
9085,FR,6
9086,JA,9
9087,ZH,20
9088,PT,15
9089,FR,6
9090,DE,3
9091,ES,4
9092,ZH,20
9093,DE,3
9094,DE,3
9095,FR,6
9096,DA,2
9097,TR,19
9098,DE,3
9099,ES,4
9100,FR,6
9101,DE,3
9102,DE,3
9103,FR,6
9104,DE,3
9105,FR,6
9106,DE,3
9107,FR,6
9108,PT,15
9109,RU,16
9110,FI,5
9111,DE,3
9112,FR,6
9113,TR,19
9114,FR,6
9115,RU,16
9116,DE,3
9117,FR,6
9118,ZH,20
9119,PT,15
9120,DE,3
9121,DE,3
9122,DE,3
9123,ES,4
9124,HU,7
9125,PT,15
9126,FR,6
9127,FR,6
9128,FR,6
9129,FR,6
9130,PT,15
9131,FR,6
9132,RU,16
9133,FR,6
9134,DE,3
9135,ES,4
9136,DA,2
9137,ES,4
9138,ZH,20
9139,DE,3
9140,FR,6
9141,CS,1
9142,FR,6
9143,ZH,20
9144,RU,16
9145,ES,4
9146,RU,16
9147,RU,16
9148,TH,18
9149,ZH,20
9150,DE,3
9151,RU,16
9152,JA,9
9153,KO,10
9154,DE,3
9155,PT,15
9156,JA,9
9157,RU,16
9158,DE,3
9159,DE,3
9160,DE,3
9161,KO,10
9162,ES,4
9163,DE,3
9164,SV,17
9165,PT,15
9166,ES,4
9167,FR,6
9168,DE,3
9169,PT,15
9170,FR,6
9171,DE,3
9172,FR,6
9173,DE,3
9174,KO,10
9175,DE,3
9176,ZH,20
9177,FR,6
9178,DE,3
9179,DE,3
9180,FR,6
9181,ZH,20
9182,ES,4
9183,ZH,20
9184,FR,6
9185,FR,6
9186,DE,3
9187,DE,3
9188,FR,6
9189,DE,3
9190,ES,4
9191,DE,3
9192,ES,4
9193,DE,3
9194,RU,16
9195,ES,4
9196,ES,4
9197,SV,17
9198,ES,4
9199,RU,16
9200,RU,16
9201,ES,4
9202,RU,16
9203,PT,15
9204,FR,6
9205,DE,3
9206,ZH,20
9207,DE,3
9208,FR,6
9209,RU,16
9210,DE,3
9211,DE,3
9212,ES,4
9213,FI,5
9214,PT,15
9215,ES,4
9216,DE,3
9217,DE,3
9218,DE,3
9219,OTHER,13
9220,TR,19
9221,DE,3
9222,ES,4
9223,KO,10
9224,DE,3
9225,ZH,20
9226,ZH,20
9227,IT,8
9228,PT,15
9229,JA,9
9230,DE,3
9231,FR,6
9232,DE,3
9233,ZH,20
9234,PT,15
9235,DE,3
9236,PT,15
9237,DE,3
9238,ES,4
9239,DE,3
9240,DE,3
9241,ES,4
9242,TR,19
9243,DE,3
9244,FR,6
9245,DE,3
9246,PT,15
9247,DE,3
9248,DE,3
9249,DE,3
9250,ZH,20
9251,RU,16
9252,DE,3
9253,NO,12
9254,PT,15
9255,ZH,20
9256,NL,11
9257,ES,4
9258,DE,3
9259,ES,4
9260,DE,3
9261,ZH,20
9262,FR,6
9263,RU,16
9264,TR,19
9265,DE,3
9266,DE,3
9267,ZH,20
9268,DE,3
9269,NL,11
9270,DE,3
9271,TH,18
9272,RU,16
9273,DE,3
9274,FR,6
9275,KO,10
9276,ZH,20
9277,ES,4
9278,ES,4
9279,DE,3
9280,FR,6
9281,IT,8
9282,ES,4
9283,FR,6
9284,RU,16
9285,RU,16
9286,FI,5
9287,ES,4
9288,DE,3
9289,ES,4
9290,DE,3
9291,DE,3
9292,OTHER,13
9293,FR,6
9294,ES,4
9295,JA,9
9296,ZH,20
9297,DE,3
9298,DE,3
9299,RU,16
9300,DE,3
9301,FR,6
9302,RU,16
9303,FR,6
9304,DE,3
9305,ZH,20
9306,RU,16
9307,NL,11
9308,OTHER,13
9309,DE,3
9310,JA,9
9311,ES,4
9312,FI,5
9313,KO,10
9314,DE,3
9315,DE,3
9316,DE,3
9317,PT,15
9318,RU,16
9319,ES,4
9320,DE,3
9321,RU,16
9322,FR,6
9323,ES,4
9324,RU,16
9325,ES,4
9326,ES,4
9327,TR,19
9328,ZH,20
9329,FR,6
9330,ZH,20
9331,FR,6
9332,ES,4
9333,JA,9
9334,DE,3
9335,ES,4
9336,FR,6
9337,ZH,20
9338,PT,15
9339,DE,3
9340,FI,5
9341,RU,16
9342,PT,15
9343,DE,3
9344,DE,3
9345,DE,3
9346,PT,15
9347,NL,11
9348,PT,15
9349,ES,4
9350,FR,6
9351,DE,3
9352,DE,3
9353,KO,10
9354,RU,16
9355,RU,16
9356,FR,6
9357,ES,4
9358,IT,8
9359,FR,6
9360,RU,16
9361,TR,19
9362,PT,15
9363,RU,16
9364,PT,15
9365,PL,14
9366,PT,15
9367,RU,16
9368,ES,4
9369,FI,5
9370,RU,16
9371,PT,15
9372,HU,7
9373,RU,16
9374,ZH,20
9375,DE,3
9376,ES,4
9377,FR,6
9378,NL,11
9379,ZH,20
9380,ES,4
9381,ES,4
9382,SV,17
9383,DE,3
9384,FR,6
9385,ES,4
9386,CS,1
9387,DE,3
9388,DE,3
9389,FR,6
9390,DE,3
9391,ES,4
9392,ES,4
9393,RU,16
9394,RU,16
9395,DE,3
9396,DE,3
9397,ZH,20
9398,FR,6
9399,PT,15
9400,ES,4
9401,KO,10
9402,PL,14
9403,TR,19
9404,DE,3
9405,RU,16
9406,NL,11
9407,TH,18
9408,ES,4
9409,FR,6
9410,ES,4
9411,ES,4
9412,JA,9
9413,TR,19
9414,RU,16
9415,DE,3
9416,DE,3
9417,DE,3
9418,NO,12
9419,DE,3
9420,FR,6
9421,PT,15
9422,DE,3
9423,RU,16
9424,RU,16
9425,DE,3
9426,RU,16
9427,KO,10
9428,SV,17
9429,FR,6
9430,DE,3
9431,FR,6
9432,PT,15
9433,PL,14
9434,FR,6
9435,FR,6
9436,ES,4
9437,RU,16
9438,FR,6
9439,FR,6
9440,FI,5
9441,DE,3
9442,DE,3
9443,ES,4
9444,KO,10
9445,ES,4
9446,ES,4
9447,JA,9
9448,DE,3
9449,RU,16
9450,TR,19
9451,KO,10
9452,FI,5
9453,KO,10
9454,FR,6
9455,RU,16
9456,IT,8
9457,IT,8
9458,DE,3
9459,FI,5
9460,FI,5
9461,ZH,20
9462,RU,16
9463,ZH,20
9464,ES,4
9465,OTHER,13
9466,IT,8
9467,ZH,20
9468,OTHER,13
9469,ZH,20
9470,IT,8
9471,CS,1
9472,FR,6
9473,DE,3
9474,DE,3
9475,ES,4
9476,DE,3
9477,RU,16
9478,DE,3
9479,FR,6
9480,FR,6
9481,TH,18
9482,ZH,20
9483,ZH,20
9484,RU,16
9485,RU,16
9486,FR,6
9487,FI,5
9488,ZH,20
9489,FR,6
9490,ZH,20
9491,NO,12
9492,PT,15
9493,DA,2
9494,IT,8
9495,DE,3
9496,DE,3
9497,DE,3
9498,DE,3
9499,RU,16
9500,FR,6
9501,FR,6
9502,DE,3
9503,ZH,20
9504,FR,6
9505,RU,16
9506,TR,19
9507,RU,16
9508,PT,15
9509,DE,3
9510,DE,3
9511,FR,6
9512,DE,3
9513,ES,4
9514,PT,15
9515,FR,6
9516,DE,3
9517,FR,6
9518,RU,16
9519,ZH,20
9520,RU,16
9521,ZH,20
9522,SV,17
9523,FR,6
9524,ZH,20
9525,KO,10
9526,HU,7
9527,DE,3
9528,DE,3
9529,FR,6
9530,FR,6
9531,FR,6
9532,DE,3
9533,HU,7
9534,HU,7
9535,DE,3
9536,PT,15
9537,ES,4
9538,OTHER,13
9539,DE,3
9540,RU,16
9541,DE,3
9542,DE,3
9543,DE,3
9544,DE,3
9545,HU,7
9546,RU,16
9547,ES,4
9548,RU,16
9549,FR,6
9550,FR,6
9551,DA,2
9552,FR,6
9553,DE,3
9554,ZH,20
9555,DE,3
9556,FR,6
9557,ZH,20
9558,RU,16
9559,FR,6
9560,FR,6
9561,DE,3
9562,ES,4
9563,DE,3
9564,FR,6
9565,ZH,20
9566,ZH,20
9567,TH,18
9568,PT,15
9569,RU,16
9570,FR,6
9571,DE,3
9572,FR,6
9573,FR,6
9574,KO,10
9575,ZH,20
9576,SV,17
9577,RU,16
9578,DE,3
9579,JA,9
9580,DE,3
9581,HU,7
9582,RU,16
9583,DE,3
9584,DE,3
9585,DE,3
9586,ES,4
9587,DE,3
9588,PL,14
9589,RU,16
9590,ES,4
9591,DE,3
9592,FR,6
9593,DE,3
9594,ZH,20
9595,ES,4
9596,ES,4
9597,ES,4
9598,ES,4
9599,IT,8
9600,DE,3
9601,ES,4
9602,PT,15
9603,RU,16
9604,FR,6
9605,ES,4
9606,DE,3
9607,ZH,20
9608,TR,19
9609,PT,15
9610,DE,3
9611,DE,3
9612,PL,14
9613,FR,6
9614,FR,6
9615,DE,3
9616,JA,9
9617,DE,3
9618,RU,16
9619,ES,4
9620,JA,9
9621,DE,3
9622,ZH,20
9623,FR,6
9624,DE,3
9625,RU,16
9626,DE,3
9627,ES,4
9628,DE,3
9629,DE,3
9630,SV,17
9631,ZH,20
9632,RU,16
9633,ES,4
9634,FI,5
9635,DE,3
9636,DE,3
9637,DE,3
9638,CS,1
9639,RU,16
9640,DE,3
9641,RU,16
9642,KO,10
9643,CS,1
9644,DE,3
9645,DE,3
9646,ES,4
9647,PT,15
9648,ES,4
9649,RU,16
9650,DA,2
9651,DE,3
9652,FR,6
9653,DE,3
9654,DE,3
9655,DE,3
9656,DE,3
9657,DE,3
9658,ZH,20
9659,FR,6
9660,SV,17
9661,FR,6
9662,DA,2
9663,RU,16
9664,SV,17
9665,RU,16
9666,DE,3
9667,RU,16
9668,TR,19
9669,ES,4
9670,RU,16
9671,PT,15
9672,FR,6
9673,RU,16
9674,FR,6
9675,DE,3
9676,RU,16
9677,JA,9
9678,DE,3
9679,DE,3
9680,FR,6
9681,ZH,20
9682,TH,18
9683,JA,9
9684,TH,18
9685,ES,4
9686,TR,19
9687,FI,5
9688,FR,6
9689,FR,6
9690,DA,2
9691,SV,17
9692,PT,15
9693,FR,6
9694,DE,3
9695,DE,3
9696,RU,16
9697,NO,12
9698,RU,16
9699,NL,11
9700,DE,3
9701,DE,3
9702,DE,3
9703,ES,4
9704,ES,4
9705,OTHER,13
9706,DE,3
9707,JA,9
9708,TR,19
9709,PT,15
9710,FR,6
9711,PT,15
9712,DE,3
9713,PL,14
9714,RU,16
9715,PT,15
9716,PL,14
9717,SV,17
9718,FR,6
9719,FR,6
9720,DE,3
9721,PL,14
9722,SV,17
9723,IT,8
9724,PT,15
9725,RU,16
9726,RU,16
9727,DE,3
9728,ES,4
9729,FR,6
9730,ES,4
9731,RU,16
9732,DE,3
9733,ZH,20
9734,DE,3
9735,DE,3
9736,KO,10
9737,DE,3
9738,RU,16
9739,PL,14
9740,RU,16
9741,ES,4
9742,NO,12
9743,RU,16
9744,FR,6
9745,RU,16
9746,DE,3
9747,DE,3
9748,FR,6
9749,DE,3
9750,ZH,20
9751,RU,16
9752,DE,3
9753,PT,15
9754,ES,4
9755,DE,3
9756,DE,3
9757,ES,4
9758,ZH,20
9759,DE,3
9760,RU,16
9761,DE,3
9762,DE,3
9763,FR,6
9764,FR,6
9765,ES,4
9766,ES,4
9767,RU,16
9768,ES,4
9769,ES,4
9770,DE,3
9771,DE,3
9772,FR,6
9773,DE,3
9774,FR,6
9775,ES,4
9776,ZH,20
9777,FR,6
9778,DE,3
9779,NL,11
9780,ZH,20
9781,TR,19
9782,ES,4
9783,ES,4
9784,OTHER,13
9785,TR,19
9786,ES,4
9787,DE,3
9788,PT,15
9789,DE,3
9790,PT,15
9791,DE,3
9792,DE,3
9793,DE,3
9794,DE,3
9795,ZH,20
9796,FR,6
9797,DE,3
9798,KO,10
9799,ZH,20
9800,FR,6
9801,ES,4
9802,ZH,20
9803,PT,15
9804,FR,6
9805,ES,4
9806,ES,4
9807,RU,16
9808,TR,19
9809,RU,16
9810,DE,3
9811,SV,17
9812,PT,15
9813,ES,4
9814,ZH,20
9815,FR,6
9816,PT,15
9817,ES,4
9818,ES,4
9819,FR,6
9820,ZH,20
9821,RU,16
9822,FR,6
9823,FR,6
9824,FR,6
9825,PL,14
9826,ZH,20
9827,DE,3
9828,DE,3
9829,ES,4
9830,FR,6
9831,DE,3
9832,DE,3
9833,DE,3
9834,DE,3
9835,ES,4
9836,PT,15
9837,FR,6
9838,FR,6
9839,FR,6
9840,DE,3
9841,ZH,20
9842,JA,9
9843,SV,17
9844,ES,4
9845,ES,4
9846,HU,7
9847,FR,6
9848,ZH,20
9849,DE,3
9850,DE,3
9851,DE,3
9852,JA,9
9853,RU,16
9854,DE,3
9855,PT,15
9856,ZH,20
9857,ES,4
9858,ZH,20
9859,ES,4
9860,RU,16
9861,DE,3
9862,DE,3
9863,HU,7
9864,FR,6
9865,DE,3
9866,PT,15
9867,DE,3
9868,ES,4
9869,JA,9
9870,TR,19
9871,ES,4
9872,FR,6
9873,DE,3
9874,TR,19
9875,IT,8
9876,IT,8
9877,JA,9
9878,JA,9
9879,OTHER,13
9880,HU,7
9881,ES,4
9882,DE,3
9883,TR,19
9884,OTHER,13
9885,RU,16
9886,IT,8
9887,DA,2
9888,DE,3
9889,FR,6
9890,NL,11
9891,ES,4
9892,DE,3
9893,OTHER,13
9894,PT,15
9895,PL,14
9896,ZH,20
9897,HU,7
9898,PT,15
9899,DE,3
9900,PT,15
9901,CS,1
9902,ES,4
9903,PT,15
9904,FR,6
9905,JA,9
9906,SV,17
9907,SV,17
9908,DE,3
9909,RU,16
9910,RU,16
9911,ES,4
9912,PL,14
9913,RU,16
9914,FR,6
9915,ES,4
9916,ES,4
9917,SV,17
9918,DE,3
9919,ZH,20
9920,DE,3
9921,FR,6
9922,RU,16
9923,JA,9
9924,ES,4
9925,DE,3
9926,KO,10
9927,DE,3
9928,RU,16
9929,ES,4
9930,CS,1
9931,RU,16
9932,JA,9
9933,ZH,20
9934,KO,10
9935,RU,16
9936,PL,14
9937,ES,4
9938,RU,16
9939,PL,14
9940,DE,3
9941,DE,3
9942,ES,4
9943,FR,6
9944,DE,3
9945,PT,15
9946,DE,3
9947,ZH,20
9948,DE,3
9949,KO,10
9950,TR,19
9951,DE,3
9952,DE,3
9953,FR,6
9954,JA,9
9955,ZH,20
9956,ES,4
9957,ZH,20
9958,PT,15
9959,RU,16
9960,ZH,20
9961,IT,8
9962,KO,10
9963,DE,3
9964,KO,10
9965,FR,6
9966,ES,4
9967,ZH,20
9968,ZH,20
9969,ZH,20
9970,DE,3
9971,RU,16
9972,FR,6
9973,RU,16
9974,DA,2
9975,ES,4
9976,FI,5
9977,PL,14
9978,DE,3
9979,DE,3
9980,RU,16
9981,ZH,20
9982,DE,3
9983,DE,3
9984,DE,3
9985,DE,3
9986,FR,6
9987,FR,6
9988,FR,6
9989,DE,3
9990,ZH,20
9991,SV,17
9992,DE,3
9993,JA,9
9994,DE,3
9995,DE,3
9996,DE,3
9997,ES,4
9998,DE,3
9999,FR,6
10000,NO,12
10001,IT,8
10002,CS,1
10003,ZH,20
10004,RU,16
10005,PT,15
10006,TR,19
10007,ZH,20
10008,FR,6
10009,ZH,20
10010,PT,15
10011,FR,6
10012,FR,6
10013,JA,9
10014,DE,3
10015,DE,3
10016,ES,4
10017,CS,1
10018,KO,10
10019,ZH,20
10020,DE,3
10021,ES,4
10022,ZH,20
10023,FR,6
10024,FR,6
10025,ZH,20
10026,FR,6
10027,PT,15
10028,JA,9
10029,SV,17
10030,JA,9
10031,PT,15
10032,ES,4
10033,PT,15
10034,JA,9
10035,JA,9
10036,ES,4
10037,PT,15
10038,DE,3
10039,FR,6
10040,DE,3
10041,CS,1
10042,RU,16
10043,FR,6
10044,DE,3
10045,DE,3
10046,FR,6
10047,DE,3
10048,ZH,20
10049,RU,16
10050,FR,6
10051,SV,17
10052,ES,4
10053,RU,16
10054,RU,16
10055,DE,3
10056,RU,16
10057,HU,7
10058,FR,6
10059,RU,16
10060,DE,3
10061,DE,3
10062,PT,15
10063,ZH,20
10064,DE,3
10065,FR,6
10066,ES,4
10067,DE,3
10068,ZH,20
10069,FR,6
10070,HU,7
10071,NO,12
10072,ZH,20
10073,FR,6
10074,ZH,20
10075,IT,8
10076,FR,6
10077,RU,16
10078,DE,3
10079,ZH,20
10080,ES,4
10081,CS,1
10082,FR,6
10083,PT,15
10084,ES,4
10085,PT,15
10086,PL,14
10087,JA,9
10088,FR,6
10089,PL,14
10090,DE,3
10091,ES,4
10092,TR,19
10093,DE,3
10094,ES,4
10095,DE,3
10096,DE,3
10097,DE,3
10098,RU,16
10099,ES,4
10100,ES,4
10101,ES,4
10102,ES,4
10103,DE,3
10104,PL,14
10105,RU,16
10106,TH,18
10107,ES,4
10108,JA,9
10109,RU,16
10110,PL,14
10111,ZH,20
10112,PT,15
10113,FR,6
10114,DE,3
10115,TR,19
10116,FR,6
10117,NL,11
10118,NO,12
10119,DE,3
10120,DE,3
10121,ZH,20
10122,DE,3
10123,ES,4
10124,KO,10
10125,FR,6
10126,TR,19
10127,PT,15
10128,DA,2
10129,PL,14
10130,RU,16
10131,RU,16
10132,FR,6
10133,DE,3
10134,FR,6
10135,FR,6
10136,FR,6
10137,RU,16
10138,ZH,20
10139,IT,8
10140,FR,6
10141,FI,5
10142,RU,16
10143,ZH,20
10144,DE,3
10145,ES,4
10146,FR,6
10147,ZH,20
10148,ES,4
10149,ES,4
10150,DE,3
10151,FR,6
10152,FR,6
10153,FR,6
10154,ZH,20
10155,FR,6
10156,ES,4
10157,DE,3
10158,ES,4
10159,NO,12
10160,DE,3
10161,ES,4
10162,SV,17
10163,DE,3
10164,CS,1
10165,DE,3
10166,RU,16
10167,ZH,20
10168,FR,6
10169,ZH,20
10170,ES,4
10171,DE,3
10172,ES,4
10173,DE,3
10174,FR,6
10175,FR,6
10176,FR,6
10177,FI,5
10178,FR,6
10179,DE,3
10180,PT,15
10181,JA,9
10182,ES,4
10183,HU,7
10184,ES,4
10185,RU,16
10186,FR,6
10187,PT,15
10188,TR,19
10189,DE,3
10190,ZH,20
10191,DE,3
10192,FR,6
10193,PL,14
10194,FR,6
10195,ES,4
10196,ZH,20
10197,OTHER,13
10198,FR,6
10199,RU,16
10200,FR,6
10201,FR,6
10202,DE,3
10203,ZH,20
10204,RU,16
10205,SV,17
10206,DE,3
10207,DE,3
10208,PL,14
10209,HU,7
10210,DE,3
10211,NL,11
10212,ES,4
10213,FR,6
10214,FR,6
10215,PT,15
10216,ES,4
10217,FR,6
10218,FR,6
10219,OTHER,13
10220,TR,19
10221,DE,3
10222,FR,6
10223,PT,15
10224,PL,14
10225,ES,4
10226,ZH,20
10227,RU,16
10228,FR,6
10229,ES,4
10230,DE,3
10231,SV,17
10232,RU,16
10233,DE,3
10234,SV,17
10235,FR,6
10236,DE,3
10237,FR,6
10238,FR,6
10239,PT,15
10240,DE,3
10241,FR,6
10242,DE,3
10243,TH,18
10244,FR,6
10245,RU,16
10246,CS,1
10247,RU,16
10248,ES,4
10249,DE,3
10250,RU,16
10251,FR,6
10252,RU,16
10253,DE,3
10254,KO,10
10255,DE,3
10256,ZH,20
10257,RU,16
10258,DE,3
10259,FR,6
10260,FR,6
10261,DE,3
10262,DE,3
10263,ES,4
10264,ES,4
10265,DE,3
10266,ES,4
10267,DE,3
10268,FR,6
10269,FR,6
10270,SV,17
10271,RU,16
10272,DE,3
10273,FR,6
10274,CS,1
10275,DE,3
10276,DE,3
10277,DA,2
10278,IT,8
10279,ES,4
10280,PL,14
10281,ES,4
10282,FR,6
10283,FR,6
10284,HU,7
10285,FR,6
10286,ZH,20
10287,ES,4
10288,DE,3
10289,FR,6
10290,FR,6
10291,ZH,20
10292,JA,9
10293,ZH,20
10294,DE,3
10295,FR,6
10296,ES,4
10297,FR,6
10298,DE,3
10299,KO,10
10300,ZH,20
10301,DE,3
10302,FR,6
10303,ES,4
10304,SV,17
10305,FR,6
10306,ES,4
10307,NO,12
10308,FR,6
10309,RU,16
10310,FR,6
10311,FR,6
10312,KO,10
10313,DE,3
10314,FI,5
10315,IT,8
10316,IT,8
10317,RU,16
10318,RU,16
10319,ZH,20
10320,RU,16
10321,DE,3
10322,RU,16
10323,RU,16
10324,FR,6
10325,ES,4
10326,DE,3
10327,RU,16
10328,DE,3
10329,FR,6
10330,KO,10
10331,ES,4
10332,DE,3
10333,ES,4
10334,FR,6
10335,SV,17
10336,ES,4
10337,FR,6
10338,DE,3
10339,DE,3
10340,ZH,20
10341,ES,4
10342,FR,6
10343,DE,3
10344,PT,15
10345,PT,15
10346,DE,3
10347,RU,16
10348,DE,3
10349,ES,4
10350,RU,16
10351,CS,1
10352,DE,3
10353,RU,16
10354,ZH,20
10355,ES,4
10356,FR,6
10357,FR,6
10358,JA,9
10359,RU,16
10360,RU,16
10361,PL,14
10362,FR,6
10363,RU,16
10364,DA,2
10365,FR,6
10366,ZH,20
10367,ES,4
10368,PT,15
10369,FI,5
10370,IT,8
10371,ES,4
10372,SV,17
10373,TR,19
10374,RU,16
10375,CS,1
10376,DE,3
10377,KO,10
10378,SV,17
10379,FR,6
10380,ZH,20
10381,ZH,20
10382,JA,9
10383,ZH,20
10384,DE,3
10385,IT,8
10386,RU,16
10387,PT,15
10388,DE,3
10389,SV,17
10390,ZH,20
10391,ES,4
10392,PL,14
10393,ZH,20
10394,SV,17
10395,ZH,20
10396,DE,3
10397,KO,10
10398,SV,17
10399,RU,16
10400,DE,3
10401,ZH,20
10402,FR,6
10403,FR,6
10404,DE,3
10405,ES,4
10406,FR,6
10407,DE,3
10408,ZH,20
10409,TH,18
10410,DE,3
10411,RU,16
10412,DA,2
10413,FR,6
10414,RU,16
10415,RU,16
10416,DE,3
10417,RU,16
10418,DE,3
10419,ES,4
10420,DE,3
10421,SV,17
10422,ES,4
10423,JA,9
10424,FR,6
10425,FR,6
10426,FR,6
10427,DE,3
10428,ES,4
10429,ES,4
10430,ZH,20
10431,JA,9
10432,JA,9
10433,DE,3
10434,IT,8
10435,ZH,20
10436,ZH,20
10437,IT,8
10438,TR,19
10439,PT,15
10440,ES,4
10441,DE,3
10442,DE,3
10443,DE,3
10444,ES,4
10445,DE,3
10446,FR,6
10447,FR,6
10448,DE,3
10449,DE,3
10450,ZH,20
10451,ZH,20
10452,PL,14
10453,DE,3
10454,TR,19
10455,RU,16
10456,IT,8
