views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
1197,0,1955,2013-05-08,2018-09-14,4241,0,EN,0
59230,1,798,2016-08-05,2018-10-12,4242,0,EN,1
4380,0,530,2017-04-30,2018-10-12,4243,0,EN,1
731939,1,2535,2011-11-03,2018-10-12,4244,0,EN,0
3169,1,981,2016-02-04,2018-10-12,4245,0,EN,1
2586,0,2461,2012-01-15,2018-10-11,4246,0,EN,0
485848,1,1907,2013-07-23,2018-10-12,4247,0,ZH,1
2930,0,1889,2013-08-10,2018-10-12,4248,0,EN,1
2082,0,2364,2012-04-08,2018-09-28,4249,0,ES,0
387,0,2180,2012-10-17,2018-10-06,4250,0,FR,0
1238,0,1853,2013-08-28,2018-09-24,4251,0,EN,0
382,1,1348,2014-07-31,2018-04-09,4252,1,EN,0
359,1,831,2016-05-30,2018-09-08,4253,0,EN,0
4167,0,1209,2015-06-18,2018-10-09,4254,0,FR,0
76474,1,772,2016-08-31,2018-10-12,4255,0,EN,1
2657,1,2295,2012-06-28,2018-10-10,4256,0,EN,1
1893,0,3233,2009-12-05,2018-10-12,4257,0,EN,0
140,0,1935,2013-06-12,2018-09-29,4258,0,EN,0
2011,0,1165,2015-08-01,2018-10-09,4259,0,EN,1
10425,1,2120,2012-12-22,2018-10-12,4260,0,EN,1
569,0,416,2017-08-22,2018-10-12,4261,0,EN,0
1220712,0,2785,2011-02-26,2018-10-12,4262,0,EN,0
1444,0,341,2017-10-30,2018-10-06,4263,0,RU,0
11161,0,2438,2012-02-07,2018-10-11,4264,0,EN,0
2341,0,1028,2015-12-19,2018-10-12,4265,0,EN,1
1512,0,1380,2015-01-01,2018-10-12,4266,0,ES,1
4888,1,1669,2014-03-17,2018-10-11,4267,0,EN,0
56776,0,959,2016-02-23,2018-10-09,4268,0,RU,1
120,0,1293,2015-03-27,2018-10-10,4269,0,FR,0
9476,0,302,2017-12-14,2018-10-12,4270,0,TH,1
8393,1,1766,2013-12-11,2018-10-12,4271,0,DE,1
266,0,1557,2014-07-01,2018-10-05,4272,0,EN,0
38102,1,3019,2010-07-07,2018-10-12,4273,0,EN,1
104909,0,1966,2013-05-25,2018-10-12,4274,0,EN,0
736,0,342,2017-11-02,2018-10-10,4275,0,EN,0
49,0,960,2016-02-12,2018-09-29,4276,0,EN,0
12173,0,882,2016-05-13,2018-10-12,4277,0,RU,0
18096,1,676,2016-12-05,2018-10-12,4278,0,EN,1
29833,1,275,2018-01-10,2018-10-12,4279,0,FR,1
23481,0,2680,2011-06-09,2018-10-10,4280,0,EN,0
633,0,1304,2015-03-14,2018-10-08,4281,0,JA,0
4481,1,2930,2010-09-19,2018-09-27,4282,0,EN,0
54,0,875,2016-02-15,2018-07-09,4283,1,EN,0
58282,0,1742,2014-01-01,2018-10-09,4284,0,EN,0
25246,0,2445,2012-01-31,2018-10-11,4285,0,EN,1
10451,1,1450,2014-09-23,2018-09-12,4286,0,EN,0
1815,1,2618,2011-08-11,2018-10-11,4287,0,EN,0
2481,0,2229,2012-08-24,2018-10-01,4288,0,EN,0
329,0,1661,2014-02-19,2018-09-07,4289,0,EN,0
3004,0,1015,2015-12-25,2018-10-05,4290,0,EN,0
11904,1,2306,2012-06-19,2018-10-12,4291,0,EN,1
2043,0,1629,2014-04-26,2018-10-11,4292,0,ES,1
163,0,253,2018-02-01,2018-10-12,4293,0,EN,0
214,0,908,2016-04-08,2018-10-03,4294,0,EN,0
2912,1,1502,2014-09-01,2018-10-12,4295,0,ES,0
2964,1,1785,2013-11-02,2018-09-22,4296,0,EN,1
7251,1,1994,2013-04-27,2018-10-12,4297,0,EN,1
2653,0,1961,2012-11-26,2018-04-10,4298,1,EN,0
20871,0,1479,2014-09-24,2018-10-12,4299,0,EN,1
1651,1,1924,2013-05-25,2018-08-31,4300,0,EN,0
9879,1,1835,2013-09-24,2018-10-03,4301,0,DE,1
1217,1,1618,2014-04-17,2018-09-21,4302,0,EN,0
22291,1,2251,2012-08-13,2018-10-12,4303,0,EN,1
1551,1,2235,2012-08-22,2018-10-05,4304,0,FR,0
9494,1,1637,2014-04-15,2018-10-08,4305,0,EN,1
1017,1,1298,2015-03-08,2018-09-26,4306,0,EN,1
16954,1,1625,2014-04-27,2018-10-08,4307,0,EN,1
1665,0,1474,2014-09-28,2018-10-11,4308,0,EN,0
796,0,941,2016-03-05,2018-10-02,4309,0,EN,1
7334,0,746,2016-09-20,2018-10-06,4310,0,ES,1
16982,1,1228,2015-06-02,2018-10-12,4311,0,OTHER,1
9476,1,1819,2013-10-19,2018-10-12,4312,0,EN,1
8104,0,1245,2015-05-16,2018-10-12,4313,0,DA,1
40895,1,1670,2014-03-14,2018-10-09,4314,0,DE,1
3699,0,1439,2014-10-18,2018-09-26,4315,0,EN,0
38221,0,2348,2012-05-08,2018-10-12,4316,0,EN,0
4347,0,434,2017-08-04,2018-10-12,4317,0,EN,0
6063283,0,2316,2012-06-09,2018-10-12,4318,0,EN,0
41082,0,552,2017-04-08,2018-10-12,4319,0,EN,1
6310,1,2307,2012-06-16,2018-10-10,4320,0,EN,1
3587,0,2019,2013-04-02,2018-10-12,4321,0,EN,1
13816,0,2349,2012-05-07,2018-10-12,4322,0,ZH,0
51239,1,1309,2015-03-13,2018-10-12,4323,0,EN,0
612,0,1695,2014-02-13,2018-10-05,4324,0,EN,0
16222,1,1040,2015-12-06,2018-10-11,4325,0,EN,1
12406,0,1862,2013-09-05,2018-10-11,4326,0,IT,1
10563,1,2339,2012-05-14,2018-10-09,4327,0,EN,1
9498,1,1229,2015-05-31,2018-10-11,4328,0,EN,1
4782,1,2413,2012-03-02,2018-10-10,4329,0,EN,1
8072,1,1335,2015-02-13,2018-10-10,4330,0,EN,1
376378,1,1423,2014-11-19,2018-10-12,4331,0,DE,0
241,0,1149,2015-08-14,2018-10-06,4332,0,EN,0
11016,1,568,2017-03-23,2018-10-12,4333,0,EN,1
2205,1,1262,2015-04-29,2018-10-12,4334,0,EN,1
63,0,1200,2015-06-16,2018-09-28,4335,0,EN,0
516,0,1187,2015-07-13,2018-10-12,4336,0,EN,0
16554,1,2303,2012-06-20,2018-10-10,4337,0,EN,1
3334,0,777,2016-08-10,2018-09-26,4338,0,EN,0
1441,0,1448,2014-10-24,2018-10-11,4339,0,EN,0
16809,1,3111,2010-04-03,2018-10-09,4340,0,EN,1
321651,0,2603,2011-08-27,2018-10-12,4341,0,EN,0
131,1,827,2016-06-17,2018-09-22,4342,0,EN,0
47231,1,834,2016-06-30,2018-10-12,4343,0,EN,1
9195,1,891,2016-05-04,2018-10-12,4344,0,EN,1
2785,1,1328,2015-02-22,2018-10-12,4345,0,TR,1
5618,1,1379,2015-01-01,2018-10-11,4346,0,EN,1
2201,0,2137,2012-11-30,2018-10-07,4347,0,EN,0
4746,1,1259,2015-05-02,2018-10-12,4348,0,EN,1
41433,1,1827,2013-10-07,2018-10-08,4349,0,EN,1
2609,1,1335,2015-02-15,2018-10-12,4350,0,EN,0
6399,0,422,2017-08-16,2018-10-12,4351,0,PT,1
1660,1,1690,2014-02-25,2018-10-12,4352,0,EN,1
1056,0,645,2017-01-05,2018-10-12,4353,0,EN,0
598,1,1294,2015-03-28,2018-10-12,4354,0,EN,0
148722,0,1936,2013-06-24,2018-10-12,4355,0,ES,0
11836,1,1214,2015-06-12,2018-10-08,4356,0,EN,1
10618,0,1567,2014-06-28,2018-10-12,4357,0,EN,1
1829,0,591,2017-02-28,2018-10-12,4358,0,EN,0
4677,1,1834,2013-10-01,2018-10-09,4359,0,ZH,1
337,0,2538,2011-10-04,2018-09-15,4360,0,EN,0
23641,0,1501,2014-09-02,2018-10-12,4361,0,EN,1
1703,1,356,2017-10-20,2018-10-11,4362,0,EN,1
11877,1,1175,2015-07-25,2018-10-12,4363,0,EN,1
980,0,2088,2013-01-13,2018-10-02,4364,0,EN,0
77,0,1285,2015-03-26,2018-10-01,4365,0,EN,0
52780,1,1795,2013-11-12,2018-10-12,4366,0,EN,0
500,1,701,2016-11-10,2018-10-12,4367,0,EN,0
1287,1,1534,2014-07-31,2018-10-12,4368,0,ES,1
1717,0,1513,2013-12-29,2018-02-19,4369,1,EN,0
2923,0,662,2016-12-19,2018-10-12,4370,0,RU,0
13935,1,1567,2014-06-28,2018-10-12,4371,0,EN,1
25847,1,1788,2013-11-19,2018-10-12,4372,0,EN,1
483,0,1349,2015-02-01,2018-10-12,4373,0,EN,0
806,1,1971,2013-05-19,2018-10-11,4374,0,EN,0
903,0,279,2017-12-30,2018-10-05,4375,0,EN,0
1206,0,2346,2012-05-05,2018-10-07,4376,0,EN,0
6343,0,1683,2014-02-04,2018-09-14,4377,0,DE,0
11864101,1,2438,2012-02-08,2018-10-12,4378,0,RU,0
2363,1,2214,2012-09-19,2018-10-12,4379,0,FR,1
1492,1,3216,2009-12-20,2018-10-10,4380,0,EN,0
140824,1,3260,2009-11-07,2018-10-11,4381,0,EN,1
123368,1,1593,2014-06-01,2018-10-11,4382,0,EN,0
3210,1,2759,2011-02-16,2018-09-06,4383,0,SV,0
5987,1,979,2016-02-04,2018-10-10,4384,0,EN,1
1320,0,1327,2015-02-20,2018-10-09,4385,0,KO,0
2406,0,1811,2013-10-27,2018-10-12,4386,0,EN,0
38651,1,1592,2014-06-03,2018-10-12,4387,0,DE,1
2569,0,1432,2014-11-10,2018-10-12,4388,0,EN,1
5199,1,943,2016-03-13,2018-10-12,4389,0,EN,1
1070418,1,2218,2012-08-03,2018-08-30,4390,0,EN,0
783,1,1298,2015-03-24,2018-10-12,4391,0,EN,0
12349,1,684,2016-11-26,2018-10-11,4392,0,EN,1
2932,0,1173,2015-07-20,2018-10-05,4393,0,DE,0
1243,0,1284,2015-02-21,2018-08-28,4394,0,EN,0
29963,1,1946,2013-06-03,2018-10-01,4395,0,EN,1
327,0,1794,2013-11-12,2018-10-11,4396,0,EN,0
85772,0,2183,2012-10-20,2018-10-12,4397,0,EN,1
325,0,1993,2013-04-16,2018-09-30,4398,0,EN,0
1186,0,1421,2014-08-20,2018-07-11,4399,1,EN,0
13077,1,2142,2012-11-28,2018-10-10,4400,0,EN,1
260,1,2549,2011-10-12,2018-10-04,4401,0,EN,0
9860,1,1277,2015-04-14,2018-10-12,4402,0,EN,1
1563,0,831,2016-07-01,2018-10-10,4403,0,EN,1
1463,0,703,2016-04-20,2018-03-24,4404,1,EN,0
3461,1,1147,2015-08-21,2018-10-11,4405,0,EN,1
431,0,634,2016-12-27,2018-09-22,4406,0,EN,0
785,1,1399,2014-11-05,2018-09-04,4407,0,EN,1
1105,0,1920,2013-07-09,2018-10-11,4408,0,EN,0
11315,0,2767,2011-03-16,2018-10-12,4409,0,EN,1
183450,0,2299,2012-06-26,2018-10-12,4410,0,ZH,1
58,0,912,2016-04-08,2018-10-07,4411,0,EN,0
3210,1,368,2017-10-09,2018-10-12,4412,0,EN,1
133511,0,776,2016-08-27,2018-10-12,4413,0,ES,0
5981,0,386,2017-09-20,2018-10-11,4414,0,FR,1
223945,0,2016,2013-04-03,2018-10-10,4415,0,EN,0
8884,0,1636,2014-04-20,2018-10-12,4416,0,EN,1
63472,0,2391,2012-03-26,2018-10-12,4417,0,SV,1
1354,0,1255,2015-05-03,2018-10-09,4418,0,EN,1
9754,0,1804,2013-11-03,2018-10-12,4419,0,EN,1
347,1,2312,2012-05-31,2018-09-29,4420,0,EN,0
322,0,1116,2015-09-20,2018-10-10,4421,0,EN,0
454,1,2241,2012-07-23,2018-09-11,4422,0,EN,0
2775,0,3785,2008-06-01,2018-10-12,4423,0,EN,0
18145,1,1164,2015-08-05,2018-10-12,4424,0,DE,1
569051,0,1877,2013-08-22,2018-10-12,4425,0,EN,0
98206,0,2377,2012-04-06,2018-10-09,4426,0,EN,0
1034,0,634,2017-01-12,2018-10-08,4427,0,EN,0
71985,1,1222,2015-06-08,2018-10-12,4428,0,FR,1
7997,0,1644,2014-04-12,2018-10-12,4429,0,EN,1
7766,1,760,2016-09-12,2018-10-12,4430,0,EN,1
417,1,1910,2013-07-19,2018-10-11,4431,0,ES,0
3665,1,453,2017-06-24,2018-09-20,4432,0,DE,0
6854,1,1792,2013-11-02,2018-09-29,4433,0,EN,0
8930,0,1153,2015-08-04,2018-09-30,4434,0,RU,1
66233585,1,2382,2012-04-04,2018-10-12,4435,0,ZH,0
22413,1,1497,2014-09-06,2018-10-12,4436,0,EN,1
10835,0,2065,2013-02-13,2018-10-10,4437,0,EN,0
2446,1,2154,2012-11-12,2018-10-06,4438,0,EN,0
889,1,197,2018-03-28,2018-10-11,4439,0,EN,0
7262878,0,1781,2013-11-26,2018-10-12,4440,0,ES,0
230,0,1077,2015-08-30,2018-08-11,4441,0,EN,0
2092,0,1818,2013-10-20,2018-10-12,4442,0,EN,1
269183,1,2284,2012-07-11,2018-10-12,4443,0,EN,0
5084,0,1718,2014-01-28,2018-10-12,4444,0,KO,0
6372,0,594,2017-02-24,2018-10-11,4445,0,EN,1
920,1,1763,2013-12-14,2018-10-12,4446,0,EN,1
1401,0,1969,2013-05-22,2018-10-12,4447,0,EN,0
589,0,1908,2013-07-20,2018-10-10,4448,0,EN,0
23717,1,1177,2015-07-23,2018-10-12,4449,0,FI,1
69530,1,2770,2011-03-09,2018-10-08,4450,0,EN,1
33389,1,1451,2014-10-22,2018-10-12,4451,0,EN,1
696,1,2348,2012-01-12,2018-06-17,4452,1,EN,0
6628,0,2231,2012-09-02,2018-10-12,4453,0,FR,1
17177,1,2585,2011-09-13,2018-10-11,4454,0,EN,1
2765,1,2571,2011-05-21,2018-06-04,4455,1,FI,0
25795,0,1060,2015-11-17,2018-10-12,4456,0,DE,1
291,1,1234,2015-05-25,2018-10-10,4457,0,EN,0
4278,0,2692,2011-03-28,2018-08-10,4458,0,EN,0
3600,0,476,2017-06-23,2018-10-12,4459,0,JA,0
3908,1,2312,2012-06-08,2018-10-07,4460,0,EN,1
3224,0,223,2018-02-17,2018-09-28,4461,0,PL,0
5860,1,581,2017-03-10,2018-10-12,4462,0,EN,1
3823,1,225,2018-02-27,2018-10-10,4463,0,EN,1
1354,0,1147,2015-08-17,2018-10-07,4464,0,ES,0
2197,0,2336,2012-05-14,2018-10-06,4465,0,EN,0
2532,0,929,2016-03-26,2018-10-11,4466,0,DE,0
1786,1,1335,2015-02-12,2018-10-09,4467,0,EN,0
35548,1,775,2016-08-28,2018-10-12,4468,0,EN,1
1373,0,1520,2014-07-17,2018-09-14,4469,0,EN,0
3083,1,2075,2013-01-29,2018-10-05,4470,0,PT,1
14078,1,1755,2013-12-22,2018-10-12,4471,0,EN,1
10464,1,1511,2014-08-23,2018-10-12,4472,0,EN,1
4467,1,1473,2014-08-09,2018-08-21,4473,0,EN,1
2083,0,1964,2013-05-01,2018-09-16,4474,0,EN,0
1609,0,1539,2014-07-24,2018-10-10,4475,0,FR,0
4316,0,1878,2013-08-13,2018-10-04,4476,0,JA,0
6041,1,428,2017-08-06,2018-10-08,4477,0,EN,1
4812,1,1761,2013-12-16,2018-10-12,4478,0,FR,0
8572,1,2957,2010-09-07,2018-10-12,4479,0,EN,1
461,1,1915,2013-07-03,2018-09-30,4480,0,EN,0
6334,0,578,2017-03-13,2018-10-12,4481,0,EN,1
834,0,1430,2014-09-26,2018-08-26,4482,0,FR,0
59606,0,3062,2010-05-25,2018-10-12,4483,0,EN,1
10626,1,2137,2012-12-05,2018-10-12,4484,0,EN,0
46211,0,1796,2013-11-10,2018-10-11,4485,0,DE,0
2422,1,2119,2012-12-23,2018-10-12,4486,0,EN,0
13504,1,1837,2013-10-01,2018-10-12,4487,0,EN,1
2694,1,1270,2015-04-19,2018-10-10,4488,0,EN,1
7211,1,900,2016-04-25,2018-10-12,4489,0,EN,0
12448,1,439,2017-07-30,2018-10-12,4490,0,DE,1
6571,1,3664,2008-09-28,2018-10-10,4491,0,EN,0
425,0,1932,2013-02-12,2018-05-29,4492,1,EN,0
1024,1,1883,2013-08-16,2018-10-12,4493,0,EN,1
182509,0,2796,2011-02-12,2018-10-09,4494,0,EN,0
4224,1,2008,2013-04-05,2018-10-04,4495,0,EN,1
51630,1,2236,2012-08-22,2018-10-06,4496,0,EN,1
1362,1,1471,2014-10-02,2018-10-12,4497,0,EN,0
615,0,1616,2014-04-22,2018-09-24,4498,0,EN,0
253,1,2231,2012-08-27,2018-10-06,4499,0,EN,0
5360,1,278,2018-01-07,2018-10-12,4500,0,EN,1
2784,0,1578,2014-06-17,2018-10-12,4501,0,EN,0
923,1,1185,2015-07-14,2018-10-11,4502,0,EN,1
14432,0,2559,2011-10-10,2018-10-12,4503,0,EN,1
392,0,2051,2013-02-24,2018-10-07,4504,0,SV,0
2395,1,1409,2014-11-17,2018-09-26,4505,0,EN,0
4290,0,2070,2013-02-10,2018-10-12,4506,0,EN,1
22046,1,611,2017-02-08,2018-10-12,4507,0,NL,1
1063477,0,716,2016-10-26,2018-10-12,4508,0,KO,0
9809,0,448,2017-07-19,2018-10-10,4509,0,KO,0
1103,0,1564,2014-06-29,2018-10-10,4510,0,EN,0
2761,1,1657,2014-03-08,2018-09-20,4511,0,EN,1
644,0,1778,2013-11-29,2018-10-12,4512,0,EN,0
12152,0,828,2016-06-27,2018-10-03,4513,0,EN,1
24448,1,2412,2012-03-05,2018-10-12,4514,0,EN,1
1413,0,1977,2013-05-14,2018-10-12,4515,0,EN,0
12859,0,2194,2012-09-20,2018-09-23,4516,0,ES,0
2511,1,660,2016-12-20,2018-10-11,4517,0,EN,1
15296,0,1857,2013-09-10,2018-10-11,4518,0,EN,1
1003,0,2019,2013-03-16,2018-09-25,4519,0,EN,0
36686,0,1574,2014-06-21,2018-10-12,4520,0,EN,1
10519,0,1121,2015-09-15,2018-10-10,4521,0,EN,1
30096,0,2001,2013-04-19,2018-10-11,4522,0,EN,1
707,0,223,2018-03-03,2018-10-12,4523,0,JA,0
888,1,989,2016-01-21,2018-10-06,4524,0,EN,0
4522,0,1231,2015-05-30,2018-10-12,4525,0,EN,1
223,0,178,2018-04-15,2018-10-10,4526,0,EN,0
15275,0,2503,2011-12-05,2018-10-12,4527,0,EN,1
5250,1,1577,2014-06-18,2018-10-12,4528,0,EN,0
4567,0,1668,2014-03-14,2018-10-07,4529,0,EN,0
8036,0,1439,2014-11-03,2018-10-12,4530,0,ES,1
3008,0,1262,2015-04-28,2018-10-11,4531,0,PT,1
76316,1,1162,2015-08-06,2018-10-11,4532,0,EN,1
4906,0,1918,2013-07-11,2018-10-11,4533,0,EN,1
14708,1,1093,2015-10-15,2018-10-12,4534,0,EN,1
1323,1,1778,2013-11-23,2018-10-06,4535,0,EN,0
187512,1,2643,2011-07-08,2018-10-02,4536,0,EN,0
2867,1,1738,2014-01-08,2018-10-12,4537,0,EN,0
3131,0,1582,2014-06-11,2018-10-10,4538,0,EN,1
292,0,855,2016-06-09,2018-10-12,4539,0,EN,0
7309842,0,2418,2012-02-28,2018-10-12,4540,0,PT,0
11052,0,1536,2014-07-27,2018-10-10,4541,0,FR,1
2024,0,622,2017-01-28,2018-10-12,4542,0,DE,0
26881,0,2393,2012-03-24,2018-10-12,4543,0,DE,0
3643,0,686,2016-11-25,2018-10-12,4544,0,EN,1
2115,1,2104,2013-01-06,2018-10-11,4545,0,EN,1
388532,1,821,2016-07-13,2018-10-12,4546,0,ZH,0
2177,0,1125,2015-09-07,2018-10-06,4547,0,EN,0
220,0,1460,2014-10-03,2018-10-02,4548,0,ES,0
527,1,264,2018-01-11,2018-10-02,4549,0,EN,1
1790,0,838,2016-06-26,2018-10-12,4550,0,EN,1
711,0,1545,2014-07-19,2018-10-11,4551,0,EN,0
3035,0,1500,2014-09-02,2018-10-11,4552,0,EN,0
62925,0,2552,2011-10-17,2018-10-12,4553,0,EN,1
14026,1,1543,2014-07-22,2018-10-12,4554,0,EN,1
265070,1,1516,2014-08-18,2018-10-12,4555,0,DE,1
29757,0,844,2016-06-18,2018-10-10,4556,0,EN,1
1658,1,2523,2011-11-12,2018-10-09,4557,0,EN,0
7760,1,959,2016-02-23,2018-10-09,4558,0,EN,1
2259461,0,1454,2014-10-19,2018-10-12,4559,0,EN,0
620,0,1235,2015-05-21,2018-10-07,4560,0,EN,0
12632,1,941,2016-03-14,2018-10-11,4561,0,EN,1
4380,0,1524,2014-08-01,2018-10-03,4562,0,DE,0
356026,0,2644,2011-07-17,2018-10-12,4563,0,EN,0
2342,0,768,2016-08-27,2018-10-04,4564,0,EN,0
15795,1,1462,2014-10-11,2018-10-12,4565,0,DE,1
15218,1,504,2017-05-26,2018-10-12,4566,0,EN,1
4073,0,836,2016-06-25,2018-10-09,4567,0,EN,1
157,0,2283,2012-06-12,2018-09-12,4568,0,EN,0
6454,0,909,2016-04-15,2018-10-11,4569,0,FR,1
49231,1,1155,2015-08-12,2018-10-10,4570,0,EN,1
11815,1,3272,2009-10-27,2018-10-12,4571,0,EN,1
1381,1,748,2016-09-24,2018-10-12,4572,0,EN,0
5639,0,1988,2013-05-03,2018-10-12,4573,0,EN,1
165,1,1297,2015-02-15,2018-09-04,4574,0,EN,0
12968,1,1758,2013-12-19,2018-10-12,4575,0,EN,1
220330,0,3210,2009-12-03,2018-09-17,4576,0,JA,0
5737,0,256,2018-01-12,2018-09-25,4577,0,EN,1
1650,1,1578,2014-03-19,2018-07-14,4578,0,EN,0
3580,0,2188,2012-10-10,2018-10-07,4579,0,EN,0
213,0,616,2017-01-25,2018-10-03,4580,0,EN,0
2846,0,1739,2014-01-07,2018-10-12,4581,0,EN,1
222,0,846,2016-03-14,2018-07-08,4582,1,EN,0
2314,0,2235,2012-05-26,2018-07-09,4583,1,EN,0
398,0,577,2017-03-12,2018-10-10,4584,0,IT,0
3530,1,572,2017-03-18,2018-10-11,4585,0,EN,1
26426,1,1612,2014-04-25,2018-09-23,4586,0,EN,1
2540,1,2194,2012-10-09,2018-10-12,4587,0,EN,1
31,0,1386,2014-06-06,2018-03-23,4588,1,EN,0
17416,1,3295,2009-10-04,2018-10-12,4589,0,EN,1
37827,1,871,2016-05-23,2018-10-11,4590,0,EN,1
55977,0,1282,2015-04-09,2018-10-12,4591,0,EN,1
2994,1,403,2017-08-22,2018-09-29,4592,0,FR,1
8859,1,2008,2012-12-18,2018-06-18,4593,1,EN,1
9815,1,1261,2015-04-30,2018-10-12,4594,0,ES,1
3622,1,627,2017-01-17,2018-10-06,4595,0,EN,1
26716,1,1668,2014-03-18,2018-10-11,4596,0,EN,1
15005,1,2989,2010-08-06,2018-10-12,4597,0,EN,1
1555,1,897,2016-04-27,2018-10-11,4598,0,EN,1
453940,0,1505,2014-08-29,2018-10-12,4599,0,RU,0
783,0,1647,2014-04-03,2018-10-06,4600,0,EN,0
3632,0,753,2016-09-19,2018-10-12,4601,0,EN,1
1178,1,258,2017-11-06,2018-07-22,4602,0,FR,0
9895,0,1898,2013-07-27,2018-10-07,4603,0,EN,0
990,0,948,2016-02-26,2018-10-01,4604,0,EN,0
982,0,475,2017-06-24,2018-10-12,4605,0,ES,0
56,1,736,2016-05-29,2018-06-04,4606,1,DE,0
491,0,1255,2015-04-25,2018-10-01,4607,0,EN,0
521,0,1953,2013-05-27,2018-10-01,4608,0,EN,0
3998,1,1385,2014-12-26,2018-10-11,4609,0,FR,1
568,1,849,2016-04-04,2018-08-01,4610,0,EN,0
572,0,579,2013-10-29,2015-05-31,4611,1,OTHER,0
5710,0,1879,2013-08-19,2018-10-11,4612,0,EN,1
1984,0,2338,2012-03-11,2018-08-05,4613,0,EN,0
13095,1,2970,2010-08-21,2018-10-08,4614,0,EN,1
9651,1,2298,2012-06-26,2018-10-11,4615,0,EN,0
792,0,1487,2014-08-03,2018-08-29,4616,0,ES,0
19206,1,1401,2014-12-10,2018-10-11,4617,0,EN,1
4849,1,594,2017-02-25,2018-10-12,4618,0,ZH,0
216562,1,1485,2014-09-18,2018-10-12,4619,0,EN,0
2185,0,2017,2013-03-27,2018-10-04,4620,0,EN,0
1815,1,1987,2013-04-23,2018-10-01,4621,0,EN,1
9484,1,2472,2012-01-03,2018-10-10,4622,0,EN,1
194,0,2126,2012-06-20,2018-04-16,4623,1,NL,0
61487,0,988,2016-01-28,2018-10-12,4624,0,DE,1
6576,1,2002,2013-04-18,2018-10-11,4625,0,RU,1
1961,0,263,2018-01-22,2018-10-12,4626,0,JA,0
56,0,587,2015-08-04,2017-03-13,4627,1,EN,0
2388,0,408,2017-08-29,2018-10-11,4628,0,EN,1
971,0,3404,2009-06-16,2018-10-11,4629,0,EN,0
1843,1,1843,2013-09-11,2018-09-28,4630,0,EN,1
4247,0,2441,2012-01-21,2018-09-27,4631,0,EN,0
1006,1,388,2017-09-16,2018-10-09,4632,0,DE,0
9320,1,1744,2014-01-02,2018-10-12,4633,0,DE,0
13050,1,1292,2015-03-26,2018-10-08,4634,0,EN,1
657922,1,2171,2012-11-01,2018-10-12,4635,0,EN,1
1440,0,1754,2013-01-01,2017-10-21,4636,1,OTHER,0
3254,0,1368,2015-01-13,2018-10-12,4637,0,EN,1
3688,0,1609,2014-04-20,2018-09-15,4638,0,EN,1
36805,0,1630,2014-04-26,2018-10-12,4639,0,DE,1
17620,0,974,2016-02-11,2018-10-12,4640,0,ES,1
4866,0,923,2016-03-29,2018-10-08,4641,0,FR,0
1814,1,3006,2010-07-19,2018-10-11,4642,0,EN,1
1793,0,3159,2010-02-14,2018-10-09,4643,0,EN,0
83,0,1327,2015-02-12,2018-10-01,4644,0,EN,0
14932,0,1377,2015-01-04,2018-10-12,4645,0,EN,1
109629,1,1322,2015-02-28,2018-10-12,4646,0,DE,1
37892,1,1525,2014-08-09,2018-10-12,4647,0,RU,1
2490,0,2137,2012-12-05,2018-10-12,4648,0,EN,1
431,1,1043,2015-11-26,2018-10-04,4649,0,EN,0
23892,1,1805,2013-11-02,2018-10-12,4650,0,EN,1
8261,1,2458,2012-01-18,2018-10-11,4651,0,EN,1
3228,1,2189,2012-10-14,2018-10-12,4652,0,EN,0
9266,1,796,2016-08-06,2018-10-11,4653,0,EN,1
2404,0,1236,2015-05-23,2018-10-10,4654,0,EN,0
7876,1,1652,2014-04-01,2018-10-09,4655,0,EN,0
203,0,1332,2014-12-11,2018-08-04,4656,0,ES,0
260,0,1282,2015-03-23,2018-09-25,4657,0,DE,0
498,0,775,2016-08-24,2018-10-08,4658,0,EN,0
478,0,1935,2013-06-24,2018-10-11,4659,0,EN,0
405,0,2439,2012-02-04,2018-10-09,4660,0,EN,0
13691,1,1060,2015-11-17,2018-10-12,4661,0,ES,1
2190,0,2122,2012-12-02,2018-09-24,4662,0,EN,1
13849,1,2584,2011-09-12,2018-10-09,4663,0,EN,0
8318,0,546,2017-04-14,2018-10-12,4664,0,EN,1
7937,1,665,2016-12-10,2018-10-06,4665,0,EN,1
500,0,1673,2014-03-04,2018-10-02,4666,0,EN,0
3885,1,2145,2012-11-25,2018-10-10,4667,0,PT,0
13366,1,1956,2013-06-03,2018-10-11,4668,0,PT,1
2100,1,1664,2014-03-23,2018-10-12,4669,0,EN,0
1726,1,1436,2014-10-27,2018-10-02,4670,0,EN,1
1874,0,1165,2015-07-29,2018-10-06,4671,0,EN,1
169,0,1385,2014-08-09,2018-05-25,4672,1,EN,0
3245,0,2235,2012-06-30,2018-08-13,4673,0,ZH,0
775,1,1433,2014-11-08,2018-10-11,4674,0,EN,0
1188,0,1374,2014-12-07,2018-09-11,4675,0,EN,1
3025564,0,1749,2013-12-28,2018-10-12,4676,0,PL,0
14877,0,2007,2013-04-14,2018-10-12,4677,0,EN,0
2464693,0,2204,2012-09-23,2018-10-06,4678,0,FR,0
172,1,644,2016-11-26,2018-09-01,4679,0,EN,0
1400,0,1833,2013-10-05,2018-10-12,4680,0,ZH,0
2391,0,3029,2010-06-27,2018-10-12,4681,0,EN,0
