a.id,a.lab
157624,3
157910,0
157912,3
157971,3
157988,0
158008,3
158072,3
158460,1
158461,1
158677,0
158688,3
159739,1
159944,1
160111,1
160212,1
160263,1
160264,1
160447,1
160486,1
160668,0
160929,0
161460,1
161873,0
162027,0
162275,1
162314,1
162317,1
162431,1
162926,0
162957,2
163023,3
163155,3
163426,2
163573,1
163702,1
163704,1
163711,1
163973,0
164024,0
164091,2
164099,1
164177,2
164227,3
164279,3
164304,3
164399,1
164457,0
164822,0
164884,0
165449,1
165450,1
165633,3
165661,0
167395,2
167457,3
167528,3
167940,2
167953,2
168114,1
168117,2
168129,2
168300,2
168310,2
168379,2
168622,2
168716,2
168771,2
168788,2
168807,2
168839,0
168850,2
169299,1
170213,0
170527,2
171062,3
171091,1
171199,3
171215,3
171245,3
171255,3
171261,3
171265,3
171280,3
171292,3
171293,3
171309,1
171322,3
171326,3
171336,3
171360,3
171371,3
171389,3
171390,3
171395,3
171397,3
171558,1
171559,1
172025,0
173220,2
173228,1
173241,3
173251,2
173254,2
173289,1
173303,1
173339,2
173341,1
173385,2
173410,1
173414,2
173449,2
173486,1
173494,1
173509,2
173551,1
173722,0
173727,1
174212,0
174687,2
174762,1
174788,3
174896,0
175436,1
175465,0
175466,0
175476,0
175479,0
175502,0
175517,0
175524,0
175536,0
175559,0
175562,0
175565,0
175586,1
175592,0
175597,1
175602,0
175609,0
175610,1
175617,0
175650,0
175658,3
175665,3
175666,0
175674,0
175683,0
175694,1
175701,1
175720,0
175732,0
175733,0
175738,3
175740,3
175765,1
175770,0
175813,0
175821,0
175823,0
176393,3
176395,0
176407,0
177026,3
177159,0
178196,2
178553,3
178903,0
179314,1
179887,3
180175,1
180366,0
180379,0
180420,0
180434,0
180845,0
181143,3
181306,3
181405,3
181450,3
181451,1
181474,3
181478,3
181765,3
182388,1
182444,2
182533,0
182887,1
183281,1
184902,3
184946,1
185233,0
185732,2
186494,3
187793,1
189519,3
189850,0
192651,1
192722,0
193050,2
193280,1
193297,1
193457,2
193669,0
195153,0
195166,0
195262,3
195999,1
196000,1
196002,1
196369,0
196442,3
196465,2
196735,1
196760,1
196968,1
197332,0
197433,0
197734,0
197744,0
198057,0
198235,3
198378,0
198384,0
198404,0
198463,1
199352,1
200931,1
201160,1
201695,0
201790,0
202013,0
205841,1
205917,0
208170,2
208612,3
208622,0
209273,3
209522,0
210065,0
211388,3
214738,0
214955,3
215348,2
216467,3
218980,0
220830,1
221283,3
221571,3
221815,3
221885,0
224590,0
224591,0
224840,1
225258,1
226326,1
226723,1
226772,1
227360,3
228556,1
229530,0
229624,0
229862,0
230417,3
230598,0
230601,0
230602,0
230983,3
231145,3
231146,3
231522,3
231957,1
232626,2
232726,0
232795,2
233608,1
233907,0
235572,0
235880,3
236131,3
236150,3
236531,3
236768,3
236811,1
236840,0
237278,1
237295,0
237413,3
237504,3
237522,3
237746,3
238117,2
238204,1
238810,3
238939,0
239511,3
242690,3
242818,3
243946,2
243959,0
245062,0
248787,3
249093,1
250603,1
251309,0
251564,0
254624,0
254811,3
256258,2
257260,2
257672,3
257753,2
257780,3
257894,3
257913,1
258823,0
259027,0
259054,1
259096,0
259363,0
259561,0
259587,1
260176,0
260181,0
260188,0
260220,0
260225,0
260260,0
260272,0
260301,0
260314,0
260320,0
260341,0
260366,0
260371,0
260386,0
260390,0
260391,0
260409,1
260419,0
260428,0
260430,0
260431,0
260434,0
260444,0
260462,0
260491,0
260498,0
260535,0
260539,0
260543,0
260544,0
260546,0
260556,0
260574,1
260590,0
260596,1
260605,0
260629,0
260631,0
260635,0
260636,0
260645,0
260658,0
260668,1
260673,0
260691,0
260704,0
260705,0
260722,0
260724,0
260731,0
260749,0
260796,0
260808,0
260819,0
260843,1
260845,1
260847,0
260869,0
260890,0
260900,1
260913,0
260916,1
260917,0
260921,0
260950,1
260952,0
260966,0
260974,0
260992,0
260996,1
260999,0
261002,0
261028,0
261081,0
261084,0
261091,1
261092,0
261095,0
261103,0
261117,0
261123,0
261130,0
261148,1
261149,0
261155,0
261156,3
261165,1
261171,0
261174,0
261179,0
261182,0
261193,0
261200,0
261205,0
261210,1
261232,0
261235,0
261238,0
261239,0
261249,0
261266,1
261267,1
261269,1
261272,0
261278,0
261342,1
261353,0
261354,0
261355,1
261365,0
261369,0
261370,0
261374,0
261376,0
261395,0
261397,0
261403,0
261407,0
261432,1
261451,0
261460,1
261466,0
261537,1
261538,1
261547,1
261553,1
261555,1
261560,1
261573,1
261577,1
261583,1
261588,1
261599,1
261600,1
261604,1
261617,1
261622,1
261632,2
261639,1
261650,1
261651,1
261653,1
261660,1
261661,1
261671,1
261673,1
261677,1
261679,1
261693,1
261696,3
261700,1
261707,1
261747,1
261749,1
261755,1
261761,1
261780,1
261787,1
261788,1
261796,3
261801,1
261802,1
261806,1
261825,1
261832,1
261835,1
261840,1
261944,1
261984,1
261988,1
261989,1
262002,3
262005,1
262014,1
262027,1
262030,2
262079,1
262142,0
265856,3
265860,3
266469,1
266659,3
272763,2
273383,2
275249,1
276189,3
277902,0
278343,1
278773,2
279681,0
280942,3
281065,3
281146,3
282565,2
282796,3
282802,2
282818,1
282822,1
282826,2
282842,2
282876,1
282913,2
282929,2
282966,2
283017,3
283035,1
283040,2
283053,2
283055,1
283061,2
283069,3
283077,2
283085,1
283212,2
283259,1
286437,1
287152,3
288681,3
288761,2
289823,1
290469,3
291166,1
293403,2
294269,3
294635,2
294902,2
296052,1
299223,1
299877,2
300476,2
300573,0
302319,1
302797,3
303388,3
303479,1
304565,1
304859,3
305071,0
305326,3
305348,3
306205,3
306543,2
307522,3
307665,3
307693,2
307770,0
308480,0
308715,3
308747,2
308750,2
308874,3
310378,2
312214,0
312508,3
315669,3
315952,2
315977,2
315986,2
316001,2
316005,2
316019,2
316021,2
316028,2
316038,2
316039,2
316092,2
316106,2
316108,2
316122,2
316129,2
316133,2
316159,2
316163,2
316186,2
316204,2
316237,2
316244,2
316258,2
316261,2
316265,2
316266,2
316275,2
316281,2
316305,2
316320,2
316356,2
316357,2
316358,2
316389,2
316394,2
316398,2
316419,0
316430,2
316491,2
316518,2
316533,1
316555,2
316568,3
316574,2
316589,2
316609,2
316618,2
316627,2
316645,2
316650,2
316670,2
316677,2
316698,2
316710,2
316714,2
316716,2
316722,2
316744,2
316747,2
316752,2
316755,2
316774,2
316784,2
316803,2
316811,2
316813,2
316829,2
316830,2
316877,2
316881,2
316901,2
316908,2
316909,2
316932,2
316950,2
316968,1
316969,2
316976,2
316982,2
316988,2
316989,2
317022,3
317058,2
317087,1
317099,2
318498,1
319051,1
321747,3
321764,3
322292,0
322887,3
323576,1
324102,1
324233,3
324616,3
326056,1
326275,1
327157,1
328308,1
328868,3
330395,1
345491,3
345549,3
346817,1
347986,3
348007,3
348177,3
348233,1
348292,1
352304,0
353370,3
359602,3
361925,0
361926,0
362193,3
363604,0
363610,3
363816,3
363969,3
364152,3
364203,3
364211,3
364214,3
364286,3
364747,2
364770,1
364991,0
366178,1
366179,1
366194,1
366198,1
366203,1
366205,1
366206,1
366209,1
366219,1
366223,1
366224,1
366239,1
366245,1
366247,2
366249,1
366250,1
366252,1
366257,1
366261,1
366266,1
366270,1
366271,1
366275,1
366278,1
366281,1
366284,1
366286,1
366290,1
366291,1
366292,1
366294,1
366300,1
366309,1
366311,1
366312,1
366320,1
366321,1
366339,1
366347,1
366357,1
366360,1
366362,1
366375,1
366383,1
366388,1
366389,1
366391,1
366393,1
366395,1
366401,1
366410,1
366417,1
366420,1
366422,1
366424,1
366437,1
366441,1
366452,1
366455,1
366460,1
366463,1
366475,1
366476,1
366481,1
366484,1
366485,1
366489,1
366492,1
366495,1
366498,1
366499,1
366500,1
366504,1
366505,1
366510,1
366522,1
366523,1
366524,1
366527,1
366538,1
366539,1
366543,1
366545,1
366546,1
366548,1
366551,1
366556,1
366557,1
366563,1
366565,1
366578,1
366585,3
366594,2
366603,1
366615,1
366629,1
366630,1
366631,1
366633,1
366649,1
366654,2
366666,1
366668,1
366670,1
366673,1
366674,1
366680,1
366681,1
366687,1
366696,1
367431,1
369076,3
371343,0
375510,0
378515,3
378961,3
379001,3
379130,3
379131,3
381536,3
382904,1
384589,3
384705,3
385186,3
385999,3
386865,1
388149,0
388810,0
388820,0
388983,0
389033,0
389118,0
390363,0
390665,3
391114,1
391137,1
391207,1
391229,1
391296,3
391330,1
394419,0
394423,0
395389,0
398112,1
398252,0
398253,3
398294,0
398746,0
398754,0
398762,0
398766,0
398774,0
399087,0
399095,0
399133,0
399458,3
399473,0
400790,3
404966,0
406583,3
407078,0
407098,0
408129,3
408326,3
408977,3
413372,1
419610,3
419925,3
421019,3
421024,3
421026,3
421032,3
421036,3
421037,3
421038,3
421040,3
421041,3
421048,3
421050,3
421051,3
421056,3
421057,3
421060,3
421061,3
421065,1
421066,3
421072,3
421073,3
421075,3
421078,3
421081,3
421084,3
421086,3
421088,3
421093,3
421094,3
421096,3
421101,3
421102,3
421105,3
421106,3
421107,3
421110,3
421111,3
421126,3
421131,3
421134,3
421135,3
421137,3
421142,3
421147,3
421151,3
421155,3
421163,3
421164,3
421167,3
421170,3
421171,3
421178,3
421182,3
421184,3
421185,3
421194,3
421195,3
421204,3
421206,3
421214,3
421215,3
421217,3
421218,3
421220,3
421223,3
421224,3
421227,3
421228,3
421229,3
421233,3
421235,3
421236,3
421238,3
421242,3
421250,3
421251,3
421252,3
421253,3
421255,3
421256,3
421257,3
421259,3
421263,3
421268,3
421273,3
421274,3
421278,3
421279,3
421280,3
421281,3
421284,3
421285,3
421286,3
421287,3
421293,3
421295,3
421297,3
421299,3
421300,3
421305,3
421310,3
421312,3
421315,3
421316,3
421318,3
421320,3
421326,3
421327,3
421329,3
421330,3
421333,3
421334,3
421337,3
421338,3
421341,3
421343,3
421345,3
421348,3
421351,3
421355,3
421361,3
421367,3
421369,3
421372,3
421373,3
421380,3
421384,3
421387,3
421393,3
421394,3
421396,3
421399,3
421403,3
421405,3
421406,3
421407,3
421412,3
421413,3
421414,3
421415,3
421418,3
421421,3
421423,3
421426,3
421428,3
421430,3
421432,3
421433,3
421435,3
421437,3
421440,3
421441,3
421443,1
421449,3
421450,3
421451,3
421454,3
421455,3
421456,3
421457,3
421459,3
421466,3
421467,3
421470,3
421471,3
421473,3
421476,3
421477,3
421481,3
421482,3
421492,3
421494,3
421495,3
421497,3
421502,3
421504,3
421505,3
421506,3
421507,3
421509,3
421512,3
421514,3
421516,3
421517,3
421518,3
421532,3
421535,3
421539,3
421540,3
421541,3
421543,3
421544,3
421545,3
421546,3
421549,3
421550,3
421551,3
421554,3
421555,3
421559,3
421561,3
421562,3
421568,3
421569,3
421570,3
421571,3
421577,3
421578,3
421581,3
421583,3
421590,3
421591,3
421593,3
421595,3
421596,3
421598,3
421600,3
421601,3
421604,3
421605,3
421607,3
421608,3
421909,0
422045,0
422115,0
422128,0
422135,0
422141,0
422148,0
422151,0
422164,0
422168,0
422173,0
422180,0
422185,0
422189,0
422193,0
422194,0
422195,0
422214,0
422222,0
422241,0
422261,0
422281,0
422308,0
422319,0
422340,0
422341,0
422365,0
422384,0
422386,0
422387,0
422393,0
422398,0
422410,0
422419,0
422421,0
422441,0
422455,0
422460,0
422479,0
422491,0
422493,0
422494,0
422497,0
422500,0
422512,0
422513,0
422518,0
422532,0
422551,0
422556,0
422560,0
422569,0
422573,0
422579,0
422580,0
422582,0
422588,0
422589,0
422590,0
422605,0
422622,0
422645,0
422646,0
422652,0
422655,0
422666,1
422669,0
422681,0
422685,0
422686,0
422700,0
422701,0
422720,0
422729,0
422731,0
422732,0
422773,0
422800,0
422801,0
422842,1
422986,0
423048,0
430002,0
433606,0
437888,0
438120,0
438121,0
438129,0
438138,0
438167,0
438179,0
438184,0
438185,0
438202,0
438203,0
438204,0
438206,0
438208,0
438226,0
438235,0
438238,0
438240,0
438260,0
438264,0
438265,0
438297,0
438299,0
438312,0
438313,0
438328,0
438329,0
438347,0
438348,0
438355,0
438365,0
438376,0
438388,0
438393,0
438397,0
438402,0
438421,0
438432,0
438438,0
438443,0
438449,0
438450,0
438451,0
438454,0
438457,0
438458,0
438462,0
438467,0
438468,0
438482,0
438496,0
438499,0
438500,0
438502,0
438514,0
438520,0
438527,0
438529,0
438530,0
438531,0
438532,0
438542,0
438544,0
438547,0
438548,0
438567,0
438572,0
438586,0
438587,0
438613,0
438618,0
438633,0
438634,0
438643,0
438647,0
438650,0
438654,0
438659,0
438668,0
438693,0
438694,0
438695,0
