i,j,x
486,659,TRUE
1132,659,TRUE
661,660,TRUE
660,661,TRUE
440,663,TRUE
1021,663,TRUE
159,665,TRUE
666,665,TRUE
159,666,TRUE
665,666,TRUE
531,667,TRUE
153,669,TRUE
321,669,TRUE
670,669,TRUE
2163,669,TRUE
3670,669,TRUE
610,670,TRUE
669,670,TRUE
1078,670,TRUE
600,672,TRUE
319,675,TRUE
152,676,TRUE
877,676,TRUE
92,677,TRUE
77,678,TRUE
537,678,TRUE
945,678,TRUE
1982,678,TRUE
2557,678,TRUE
680,679,TRUE
681,679,TRUE
679,680,TRUE
73,681,TRUE
74,681,TRUE
679,681,TRUE
683,682,TRUE
1212,682,TRUE
682,683,TRUE
1213,683,TRUE
2414,683,TRUE
2508,683,TRUE
2854,683,TRUE
2331,684,TRUE
92,689,TRUE
275,689,TRUE
3398,689,TRUE
692,691,TRUE
164,692,TRUE
691,692,TRUE
711,692,TRUE
1429,693,TRUE
1453,693,TRUE
1865,693,TRUE
2109,693,TRUE
2741,693,TRUE
3093,693,TRUE
425,694,TRUE
504,696,TRUE
740,696,TRUE
835,696,TRUE
698,697,TRUE
697,698,TRUE
1758,699,TRUE
53,701,TRUE
270,701,TRUE
338,701,TRUE
343,701,TRUE
833,701,TRUE
2115,701,TRUE
705,704,TRUE
1016,704,TRUE
704,705,TRUE
111,706,TRUE
236,706,TRUE
856,706,TRUE
1364,706,TRUE
1378,706,TRUE
1772,706,TRUE
2049,706,TRUE
2301,706,TRUE
2411,706,TRUE
2699,706,TRUE
2801,706,TRUE
2940,706,TRUE
3141,706,TRUE
3162,706,TRUE
568,707,TRUE
1307,708,TRUE
3576,708,TRUE
1428,709,TRUE
711,710,TRUE
692,711,TRUE
710,711,TRUE
1544,711,TRUE
739,712,TRUE
3546,712,TRUE
81,714,TRUE
401,715,TRUE
520,715,TRUE
891,715,TRUE
1860,716,TRUE
2301,716,TRUE
572,718,TRUE
1109,718,TRUE
805,719,TRUE
315,720,TRUE
316,720,TRUE
398,720,TRUE
721,720,TRUE
247,721,TRUE
361,721,TRUE
720,721,TRUE
325,722,TRUE
438,723,TRUE
89,724,TRUE
2662,724,TRUE
402,726,TRUE
536,726,TRUE
2229,728,TRUE
384,730,TRUE
3112,730,TRUE
561,731,TRUE
391,732,TRUE
462,732,TRUE
733,732,TRUE
3503,732,TRUE
391,733,TRUE
732,733,TRUE
1032,733,TRUE
77,734,TRUE
737,736,TRUE
736,737,TRUE
712,739,TRUE
696,740,TRUE
434,741,TRUE
20,743,TRUE
283,744,TRUE
2168,748,TRUE
2212,748,TRUE
2217,748,TRUE
475,749,TRUE
784,753,TRUE
901,753,TRUE
620,755,TRUE
831,756,TRUE
1735,756,TRUE
2993,756,TRUE
758,757,TRUE
793,757,TRUE
971,757,TRUE
2102,757,TRUE
2164,757,TRUE
2165,757,TRUE
2178,757,TRUE
2820,757,TRUE
134,758,TRUE
757,758,TRUE
793,758,TRUE
37,759,TRUE
95,759,TRUE
249,759,TRUE
319,759,TRUE
385,759,TRUE
438,760,TRUE
761,760,TRUE
438,761,TRUE
760,761,TRUE
998,762,TRUE
819,765,TRUE
983,765,TRUE
984,765,TRUE
272,767,TRUE
4,768,TRUE
336,769,TRUE
975,769,TRUE
1043,769,TRUE
1364,769,TRUE
1397,769,TRUE
2480,769,TRUE
452,770,TRUE
528,772,TRUE
585,772,TRUE
2209,772,TRUE
2220,772,TRUE
3292,772,TRUE
585,773,TRUE
1124,773,TRUE
531,774,TRUE
2474,775,TRUE
299,776,TRUE
325,776,TRUE
437,776,TRUE
889,776,TRUE
3267,776,TRUE
3323,776,TRUE
3554,776,TRUE
1267,777,TRUE
2328,777,TRUE
2356,777,TRUE
2301,779,TRUE
753,784,TRUE
901,784,TRUE
2173,788,TRUE
470,792,TRUE
3466,792,TRUE
111,793,TRUE
194,793,TRUE
757,793,TRUE
758,793,TRUE
1429,793,TRUE
1656,793,TRUE
1924,793,TRUE
1933,793,TRUE
2102,793,TRUE
2123,793,TRUE
2239,793,TRUE
2244,793,TRUE
2248,793,TRUE
2250,793,TRUE
2257,793,TRUE
3225,793,TRUE
3653,793,TRUE
3912,793,TRUE
445,796,TRUE
384,798,TRUE
1247,798,TRUE
1620,800,TRUE
12,804,TRUE
558,804,TRUE
719,805,TRUE
2342,805,TRUE
813,812,TRUE
812,813,TRUE
375,815,TRUE
275,816,TRUE
434,817,TRUE
914,817,TRUE
80,818,TRUE
765,819,TRUE
821,820,TRUE
820,821,TRUE
1608,821,TRUE
103,824,TRUE
334,824,TRUE
366,824,TRUE
309,829,TRUE
57,831,TRUE
756,831,TRUE
1099,831,TRUE
1578,831,TRUE
1735,831,TRUE
1901,831,TRUE
2993,831,TRUE
3416,831,TRUE
270,833,TRUE
290,833,TRUE
309,833,TRUE
343,833,TRUE
701,833,TRUE
834,833,TRUE
983,833,TRUE
984,833,TRUE
2115,833,TRUE
290,834,TRUE
309,834,TRUE
343,834,TRUE
833,834,TRUE
860,834,TRUE
696,835,TRUE
558,836,TRUE
838,837,TRUE
837,838,TRUE
2557,839,TRUE
2178,840,TRUE
1264,841,TRUE
247,842,TRUE
843,842,TRUE
247,843,TRUE
842,843,TRUE
300,846,TRUE
426,849,TRUE
15,851,TRUE
84,851,TRUE
340,851,TRUE
1073,851,TRUE
1187,853,TRUE
1252,853,TRUE
3496,853,TRUE
3874,853,TRUE
1607,854,TRUE
75,855,TRUE
88,855,TRUE
325,855,TRUE
111,856,TRUE
706,856,TRUE
1378,856,TRUE
1442,856,TRUE
1742,856,TRUE
2032,856,TRUE
2314,856,TRUE
2411,856,TRUE
2845,856,TRUE
2940,856,TRUE
2950,856,TRUE
3592,856,TRUE
87,858,TRUE
88,858,TRUE
1045,859,TRUE
1253,859,TRUE
834,860,TRUE
864,863,TRUE
998,863,TRUE
443,864,TRUE
863,864,TRUE
998,864,TRUE
2560,868,TRUE
392,869,TRUE
906,871,TRUE
3730,871,TRUE
368,873,TRUE
874,873,TRUE
368,874,TRUE
396,874,TRUE
873,874,TRUE
620,875,TRUE
374,876,TRUE
152,877,TRUE
551,877,TRUE
676,877,TRUE
1313,877,TRUE
1838,877,TRUE
2269,877,TRUE
2818,877,TRUE
3318,877,TRUE
3552,877,TRUE
244,880,TRUE
1452,880,TRUE
1530,880,TRUE
2300,880,TRUE
3679,880,TRUE
266,881,TRUE
1757,881,TRUE
528,883,TRUE
2100,883,TRUE
3319,883,TRUE
1033,884,TRUE
2100,885,TRUE
2777,885,TRUE
989,888,TRUE
776,889,TRUE
2494,890,TRUE
715,891,TRUE
288,892,TRUE
327,894,TRUE
473,894,TRUE
1070,895,TRUE
43,896,TRUE
551,896,TRUE
648,896,TRUE
1063,896,TRUE
1889,896,TRUE
2180,896,TRUE
3084,896,TRUE
496,897,TRUE
898,897,TRUE
897,898,TRUE
585,900,TRUE
901,900,TRUE
3428,900,TRUE
753,901,TRUE
784,901,TRUE
900,901,TRUE
409,902,TRUE
348,905,TRUE
93,906,TRUE
318,906,TRUE
528,906,TRUE
871,906,TRUE
946,906,TRUE
2342,906,TRUE
817,914,TRUE
569,918,TRUE
246,923,TRUE
247,923,TRUE
639,929,TRUE
600,930,TRUE
608,930,TRUE
960,930,TRUE
53,931,TRUE
3392,931,TRUE
1097,932,TRUE
646,933,TRUE
298,934,TRUE
210,935,TRUE
2138,937,TRUE
3385,939,TRUE
368,942,TRUE
349,944,TRUE
678,945,TRUE
906,946,TRUE
567,951,TRUE
994,951,TRUE
1208,951,TRUE
416,952,TRUE
569,952,TRUE
296,953,TRUE
614,957,TRUE
616,959,TRUE
465,960,TRUE
603,960,TRUE
607,960,TRUE
608,960,TRUE
616,960,TRUE
624,960,TRUE
930,960,TRUE
1124,960,TRUE
1984,960,TRUE
2001,960,TRUE
2326,960,TRUE
2999,960,TRUE
3484,960,TRUE
77,962,TRUE
398,963,TRUE
361,964,TRUE
584,967,TRUE
2959,967,TRUE
3315,967,TRUE
3832,967,TRUE
444,969,TRUE
1048,969,TRUE
1179,969,TRUE
41,971,TRUE
548,971,TRUE
757,971,TRUE
1277,971,TRUE
1429,971,TRUE
1524,971,TRUE
1715,971,TRUE
1802,971,TRUE
1998,971,TRUE
2102,971,TRUE
2164,971,TRUE
2165,971,TRUE
2178,971,TRUE
2575,971,TRUE
2587,971,TRUE
2770,971,TRUE
2820,971,TRUE
1363,974,TRUE
167,975,TRUE
325,975,TRUE
551,975,TRUE
769,975,TRUE
976,975,TRUE
1001,975,TRUE
1016,975,TRUE
1043,975,TRUE
1138,975,TRUE
1350,975,TRUE
1438,975,TRUE
1673,975,TRUE
1779,975,TRUE
1992,975,TRUE
2068,975,TRUE
2603,975,TRUE
2688,975,TRUE
2711,975,TRUE
2948,975,TRUE
3451,975,TRUE
3586,975,TRUE
3587,975,TRUE
975,976,TRUE
1363,976,TRUE
1438,976,TRUE
1673,976,TRUE
85,978,TRUE
144,978,TRUE
1809,978,TRUE
2022,978,TRUE
2144,978,TRUE
2148,978,TRUE
2149,978,TRUE
2310,978,TRUE
2352,978,TRUE
2353,978,TRUE
2368,978,TRUE
2369,978,TRUE
2407,978,TRUE
2606,978,TRUE
309,982,TRUE
168,983,TRUE
362,983,TRUE
604,983,TRUE
765,983,TRUE
833,983,TRUE
984,983,TRUE
985,983,TRUE
3505,983,TRUE
3575,983,TRUE
765,984,TRUE
833,984,TRUE
983,984,TRUE
168,985,TRUE
983,985,TRUE
1059,986,TRUE
201,987,TRUE
537,988,TRUE
888,989,TRUE
318,991,TRUE
430,991,TRUE
470,991,TRUE
502,991,TRUE
1874,991,TRUE
1875,991,TRUE
581,993,TRUE
1331,993,TRUE
1833,993,TRUE
1858,993,TRUE
567,994,TRUE
951,994,TRUE
426,995,TRUE
1022,995,TRUE
1539,995,TRUE
1665,995,TRUE
3327,995,TRUE
762,998,TRUE
863,998,TRUE
864,998,TRUE
24,999,TRUE
124,999,TRUE
325,999,TRUE
1119,999,TRUE
387,1000,TRUE
975,1001,TRUE
1040,1001,TRUE
327,1005,TRUE
2152,1007,TRUE
1011,1010,TRUE
1257,1010,TRUE
1817,1010,TRUE
558,1011,TRUE
1010,1011,TRUE
1257,1011,TRUE
1817,1011,TRUE
44,1013,TRUE
494,1013,TRUE
93,1014,TRUE
154,1014,TRUE
1361,1014,TRUE
1364,1014,TRUE
1450,1014,TRUE
1451,1014,TRUE
1476,1014,TRUE
1801,1014,TRUE
1844,1014,TRUE
1933,1014,TRUE
1960,1014,TRUE
2065,1014,TRUE
2126,1014,TRUE
2178,1014,TRUE
2186,1014,TRUE
2301,1014,TRUE
2342,1014,TRUE
2553,1014,TRUE
2596,1014,TRUE
2726,1014,TRUE
2740,1014,TRUE
2956,1014,TRUE
3123,1014,TRUE
3132,1014,TRUE
3162,1014,TRUE
3175,1014,TRUE
3199,1014,TRUE
3251,1014,TRUE
3479,1014,TRUE
15,1015,TRUE
1016,1015,TRUE
1561,1015,TRUE
3153,1015,TRUE
15,1016,TRUE
29,1016,TRUE
64,1016,TRUE
124,1016,TRUE
142,1016,TRUE
155,1016,TRUE
158,1016,TRUE
161,1016,TRUE
167,1016,TRUE
195,1016,TRUE
401,1016,TRUE
551,1016,TRUE
704,1016,TRUE
975,1016,TRUE
1015,1016,TRUE
1210,1016,TRUE
1275,1016,TRUE
1363,1016,TRUE
1438,1016,TRUE
1503,1016,TRUE
1511,1016,TRUE
1512,1016,TRUE
1661,1016,TRUE
1672,1016,TRUE
1784,1016,TRUE
1822,1016,TRUE
1823,1016,TRUE
1902,1016,TRUE
1903,1016,TRUE
1992,1016,TRUE
1996,1016,TRUE
2045,1016,TRUE
2068,1016,TRUE
2317,1016,TRUE
2477,1016,TRUE
2581,1016,TRUE
2611,1016,TRUE
2687,1016,TRUE
2688,1016,TRUE
2769,1016,TRUE
3061,1016,TRUE
3153,1016,TRUE
3203,1016,TRUE
3207,1016,TRUE
3515,1016,TRUE
429,1018,TRUE
1209,1018,TRUE
663,1021,TRUE
995,1022,TRUE
2301,1023,TRUE
2632,1023,TRUE
269,1026,TRUE
158,1029,TRUE
187,1029,TRUE
397,1031,TRUE
600,1032,TRUE
733,1032,TRUE
1708,1032,TRUE
884,1033,TRUE
1664,1033,TRUE
1715,1033,TRUE
86,1034,TRUE
525,1039,TRUE
1351,1039,TRUE
1001,1040,TRUE
115,1043,TRUE
769,1043,TRUE
975,1043,TRUE
1044,1043,TRUE
1045,1043,TRUE
1121,1043,TRUE
1364,1043,TRUE
1884,1043,TRUE
1898,1043,TRUE
1984,1043,TRUE
2324,1043,TRUE
2496,1043,TRUE
2669,1043,TRUE
2680,1043,TRUE
2692,1043,TRUE
2729,1043,TRUE
3451,1043,TRUE
198,1044,TRUE
1043,1044,TRUE
1045,1044,TRUE
1121,1044,TRUE
1122,1044,TRUE
1123,1044,TRUE
1898,1044,TRUE
859,1045,TRUE
1043,1045,TRUE
1044,1045,TRUE
1125,1045,TRUE
1170,1045,TRUE
1245,1045,TRUE
3723,1045,TRUE
233,1047,TRUE
325,1047,TRUE
1125,1047,TRUE
1673,1047,TRUE
552,1048,TRUE
969,1048,TRUE
1179,1048,TRUE
1221,1048,TRUE
1051,1049,TRUE
1052,1049,TRUE
1049,1051,TRUE
1052,1051,TRUE
1049,1052,TRUE
1051,1052,TRUE
580,1055,TRUE
1730,1055,TRUE
1993,1056,TRUE
44,1057,TRUE
1058,1057,TRUE
44,1058,TRUE
1057,1058,TRUE
986,1059,TRUE
541,1062,TRUE
43,1063,TRUE
164,1063,TRUE
896,1063,TRUE
1064,1063,TRUE
2481,1063,TRUE
43,1064,TRUE
164,1064,TRUE
249,1064,TRUE
1063,1064,TRUE
1079,1064,TRUE
1117,1064,TRUE
2481,1064,TRUE
3096,1064,TRUE
2628,1066,TRUE
3703,1066,TRUE
3704,1066,TRUE
139,1069,TRUE
197,1069,TRUE
198,1069,TRUE
325,1069,TRUE
1509,1069,TRUE
1561,1069,TRUE
1674,1069,TRUE
1817,1069,TRUE
3648,1069,TRUE
3886,1069,TRUE
365,1070,TRUE
895,1070,TRUE
162,1071,TRUE
851,1073,TRUE
2560,1074,TRUE
3418,1074,TRUE
3785,1074,TRUE
1984,1077,TRUE
2043,1077,TRUE
670,1078,TRUE
1064,1079,TRUE
1117,1079,TRUE
27,1082,TRUE
2902,1084,TRUE
3163,1084,TRUE
3642,1084,TRUE
2543,1085,TRUE
1478,1089,TRUE
1534,1089,TRUE
1561,1089,TRUE
1093,1092,TRUE
1092,1093,TRUE
69,1096,TRUE
653,1096,TRUE
932,1097,TRUE
2435,1097,TRUE
831,1099,TRUE
1100,1099,TRUE
1099,1100,TRUE
173,1101,TRUE
1126,1104,TRUE
2221,1104,TRUE
3830,1104,TRUE
76,1106,TRUE
466,1107,TRUE
2612,1107,TRUE
572,1109,TRUE
718,1109,TRUE
1742,1110,TRUE
2179,1110,TRUE
440,1111,TRUE
248,1112,TRUE
349,1112,TRUE
2605,1112,TRUE
319,1114,TRUE
378,1114,TRUE
1064,1117,TRUE
1079,1117,TRUE
325,1119,TRUE
999,1119,TRUE
1043,1121,TRUE
1044,1121,TRUE
1122,1121,TRUE
1123,1121,TRUE
1262,1121,TRUE
1898,1121,TRUE
139,1122,TRUE
198,1122,TRUE
1044,1122,TRUE
1121,1122,TRUE
1123,1122,TRUE
1509,1122,TRUE
2372,1122,TRUE
2460,1122,TRUE
2882,1122,TRUE
1044,1123,TRUE
1121,1123,TRUE
1122,1123,TRUE
1262,1123,TRUE
773,1124,TRUE
960,1124,TRUE
2001,1124,TRUE
2326,1124,TRUE
3484,1124,TRUE
325,1125,TRUE
1045,1125,TRUE
1047,1125,TRUE
1870,1125,TRUE
3875,1125,TRUE
1104,1126,TRUE
1751,1126,TRUE
2221,1126,TRUE
3636,1126,TRUE
1737,1129,TRUE
79,1132,TRUE
659,1132,TRUE
15,1133,TRUE
75,1133,TRUE
2963,1136,TRUE
503,1137,TRUE
975,1138,TRUE
1494,1138,TRUE
1992,1138,TRUE
3129,1138,TRUE
391,1139,TRUE
199,1142,TRUE
3659,1142,TRUE
1792,1144,TRUE
2324,1145,TRUE
1303,1147,TRUE
389,1148,TRUE
1690,1148,TRUE
2527,1149,TRUE
2946,1149,TRUE
2201,1151,TRUE
1955,1152,TRUE
1157,1156,TRUE
1156,1157,TRUE
1616,1157,TRUE
1618,1157,TRUE
2192,1157,TRUE
249,1158,TRUE
2172,1159,TRUE
3262,1159,TRUE
1893,1160,TRUE
20,1161,TRUE
30,1163,TRUE
2314,1164,TRUE
415,1166,TRUE
3861,1166,TRUE
1194,1169,TRUE
2637,1169,TRUE
3347,1169,TRUE
391,1170,TRUE
1045,1170,TRUE
1260,1170,TRUE
3478,1170,TRUE
111,1172,TRUE
1975,1172,TRUE
479,1174,TRUE
1587,1174,TRUE
148,1176,TRUE
551,1176,TRUE
1722,1176,TRUE
2751,1176,TRUE
3163,1176,TRUE
3505,1176,TRUE
969,1179,TRUE
1048,1179,TRUE
310,1180,TRUE
1846,1180,TRUE
2486,1180,TRUE
1198,1181,TRUE
2629,1181,TRUE
3570,1181,TRUE
3603,1181,TRUE
1183,1182,TRUE
2299,1182,TRUE
2510,1182,TRUE
1182,1183,TRUE
2510,1183,TRUE
3,1184,TRUE
608,1184,TRUE
1507,1184,TRUE
2354,1184,TRUE
3627,1184,TRUE
3702,1184,TRUE
3724,1184,TRUE
3767,1184,TRUE
1201,1186,TRUE
3693,1186,TRUE
853,1187,TRUE
1252,1187,TRUE
3496,1187,TRUE
3874,1187,TRUE
1211,1190,TRUE
399,1191,TRUE
585,1191,TRUE
2971,1192,TRUE
1169,1194,TRUE
2591,1195,TRUE
3706,1195,TRUE
1234,1196,TRUE
2716,1196,TRUE
3641,1196,TRUE
3853,1196,TRUE
1181,1198,TRUE
2236,1198,TRUE
2299,1199,TRUE
2357,1199,TRUE
2499,1199,TRUE
2510,1199,TRUE
1186,1201,TRUE
3693,1201,TRUE
1682,1202,TRUE
1641,1204,TRUE
1737,1204,TRUE
1804,1204,TRUE
3306,1204,TRUE
317,1205,TRUE
384,1205,TRUE
1221,1205,TRUE
1208,1207,TRUE
65,1208,TRUE
528,1208,TRUE
951,1208,TRUE
1207,1208,TRUE
3495,1208,TRUE
429,1209,TRUE
1018,1209,TRUE
1016,1210,TRUE
1275,1210,TRUE
1661,1210,TRUE
1902,1210,TRUE
1913,1210,TRUE
2002,1210,TRUE
2303,1210,TRUE
2356,1210,TRUE
2434,1210,TRUE
2461,1210,TRUE
558,1211,TRUE
1190,1211,TRUE
682,1212,TRUE
683,1213,TRUE
2414,1213,TRUE
2508,1213,TRUE
2443,1215,TRUE
3778,1215,TRUE
3779,1215,TRUE
2465,1219,TRUE
1048,1221,TRUE
1205,1221,TRUE
1635,1224,TRUE
1648,1224,TRUE
1667,1225,TRUE
1680,1226,TRUE
2683,1226,TRUE
3791,1226,TRUE
255,1228,TRUE
3405,1229,TRUE
415,1230,TRUE
2339,1230,TRUE
3466,1230,TRUE
1238,1231,TRUE
3878,1231,TRUE
1675,1232,TRUE
3106,1232,TRUE
459,1233,TRUE
488,1233,TRUE
2358,1233,TRUE
1196,1234,TRUE
3853,1234,TRUE
3734,1235,TRUE
3273,1237,TRUE
1231,1238,TRUE
1241,1240,TRUE
1242,1240,TRUE
2232,1240,TRUE
1240,1241,TRUE
1240,1242,TRUE
2232,1242,TRUE
603,1243,TRUE
2557,1243,TRUE
1536,1244,TRUE
1950,1244,TRUE
2294,1244,TRUE
2425,1244,TRUE
2437,1244,TRUE
2771,1244,TRUE
2887,1244,TRUE
1045,1245,TRUE
384,1247,TRUE
798,1247,TRUE
261,1248,TRUE
415,1251,TRUE
853,1252,TRUE
1187,1252,TRUE
3496,1252,TRUE
3874,1252,TRUE
859,1253,TRUE
1696,1255,TRUE
1843,1255,TRUE
2967,1255,TRUE
457,1257,TRUE
1010,1257,TRUE
1011,1257,TRUE
1817,1257,TRUE
1494,1258,TRUE
1750,1258,TRUE
3808,1258,TRUE
1170,1260,TRUE
1121,1262,TRUE
1123,1262,TRUE
841,1264,TRUE
777,1267,TRUE
2356,1267,TRUE
629,1269,TRUE
196,1272,TRUE
1016,1275,TRUE
1210,1275,TRUE
2102,1275,TRUE
2259,1275,TRUE
618,1276,TRUE
971,1277,TRUE
2164,1277,TRUE
239,1278,TRUE
1281,1280,TRUE
1280,1281,TRUE
2590,1281,TRUE
1283,1282,TRUE
1282,1283,TRUE
2828,1285,TRUE
2935,1287,TRUE
201,1288,TRUE
2276,1288,TRUE
3177,1288,TRUE
161,1290,TRUE
226,1290,TRUE
1363,1290,TRUE
1364,1290,TRUE
1365,1290,TRUE
1420,1290,TRUE
1555,1290,TRUE
2314,1290,TRUE
2462,1291,TRUE
108,1292,TRUE
1405,1293,TRUE
2603,1293,TRUE
29,1298,TRUE
1513,1298,TRUE
2317,1298,TRUE
2402,1298,TRUE
2697,1298,TRUE
3941,1299,TRUE
1315,1300,TRUE
2670,1300,TRUE
240,1303,TRUE
1147,1303,TRUE
1397,1303,TRUE
1429,1303,TRUE
2236,1303,TRUE
2419,1303,TRUE
2941,1303,TRUE
3015,1303,TRUE
3124,1303,TRUE
3907,1303,TRUE
2428,1304,TRUE
245,1305,TRUE
708,1307,TRUE
3576,1307,TRUE
1309,1308,TRUE
1308,1309,TRUE
1941,1311,TRUE
2762,1311,TRUE
4024,1311,TRUE
199,1313,TRUE
877,1313,TRUE
1300,1315,TRUE
2670,1315,TRUE
3892,1323,TRUE
1387,1324,TRUE
1909,1324,TRUE
53,1325,TRUE
311,1325,TRUE
442,1325,TRUE
3385,1325,TRUE
3428,1325,TRUE
3271,1327,TRUE
3285,1327,TRUE
1480,1329,TRUE
2276,1329,TRUE
3248,1329,TRUE
581,1331,TRUE
993,1331,TRUE
1858,1331,TRUE
194,1332,TRUE
579,1332,TRUE
1918,1332,TRUE
1940,1332,TRUE
2250,1332,TRUE
3171,1332,TRUE
3178,1332,TRUE
3237,1332,TRUE
3510,1332,TRUE
3763,1332,TRUE
190,1334,TRUE
1337,1336,TRUE
2024,1336,TRUE
2036,1336,TRUE
2087,1336,TRUE
2671,1336,TRUE
179,1337,TRUE
1336,1337,TRUE
1442,1337,TRUE
1742,1337,TRUE
1744,1337,TRUE
1919,1337,TRUE
1922,1337,TRUE
2533,1337,TRUE
2945,1337,TRUE
1400,1342,TRUE
1480,1342,TRUE
1884,1342,TRUE
2276,1342,TRUE
2630,1342,TRUE
2925,1342,TRUE
3082,1342,TRUE
1429,1343,TRUE
1455,1344,TRUE
1840,1344,TRUE
2145,1344,TRUE
3242,1344,TRUE
26,1345,TRUE
975,1350,TRUE
2711,1350,TRUE
525,1351,TRUE
1039,1351,TRUE
1353,1352,TRUE
1352,1353,TRUE
2186,1353,TRUE
14,1354,TRUE
2180,1354,TRUE
2418,1354,TRUE
2836,1354,TRUE
1429,1355,TRUE
1361,1358,TRUE
1933,1358,TRUE
2044,1358,TRUE
3140,1358,TRUE
2311,1359,TRUE
2416,1359,TRUE
3478,1359,TRUE
3971,1359,TRUE
161,1360,TRUE
1405,1360,TRUE
1442,1360,TRUE
1727,1360,TRUE
1872,1360,TRUE
2236,1360,TRUE
2604,1360,TRUE
1014,1361,TRUE
1358,1361,TRUE
1407,1361,TRUE
1429,1361,TRUE
1450,1361,TRUE
1771,1361,TRUE
1926,1361,TRUE
2044,1361,TRUE
2164,1361,TRUE
2167,1361,TRUE
2300,1361,TRUE
2327,1361,TRUE
2379,1361,TRUE
2710,1361,TRUE
2730,1361,TRUE
2030,1362,TRUE
2662,1362,TRUE
124,1363,TRUE
146,1363,TRUE
147,1363,TRUE
154,1363,TRUE
155,1363,TRUE
194,1363,TRUE
250,1363,TRUE
262,1363,TRUE
325,1363,TRUE
974,1363,TRUE
976,1363,TRUE
1016,1363,TRUE
1290,1363,TRUE
1364,1363,TRUE
1438,1363,TRUE
1512,1363,TRUE
1561,1363,TRUE
2314,1363,TRUE
2324,1363,TRUE
2369,1363,TRUE
2373,1363,TRUE
2962,1363,TRUE
115,1364,TRUE
147,1364,TRUE
154,1364,TRUE
361,1364,TRUE
706,1364,TRUE
769,1364,TRUE
1014,1364,TRUE
1043,1364,TRUE
1290,1364,TRUE
1363,1364,TRUE
1552,1364,TRUE
1621,1364,TRUE
1772,1364,TRUE
1859,1364,TRUE
1901,1364,TRUE
2015,1364,TRUE
2185,1364,TRUE
2287,1364,TRUE
2330,1364,TRUE
2340,1364,TRUE
2366,1364,TRUE
2429,1364,TRUE
2636,1364,TRUE
2782,1364,TRUE
3162,1364,TRUE
3164,1364,TRUE
3961,1364,TRUE
1290,1365,TRUE
1451,1365,TRUE
2014,1365,TRUE
2236,1365,TRUE
2930,1365,TRUE
3920,1365,TRUE
3921,1365,TRUE
1401,1366,TRUE
1927,1366,TRUE
3962,1366,TRUE
2746,1367,TRUE
3010,1367,TRUE
215,1368,TRUE
1413,1368,TRUE
89,1369,TRUE
1972,1369,TRUE
2733,1369,TRUE
2809,1369,TRUE
3167,1369,TRUE
46,1370,TRUE
1836,1370,TRUE
2301,1370,TRUE
1419,1372,TRUE
1518,1372,TRUE
1495,1373,TRUE
2276,1373,TRUE
2049,1375,TRUE
2301,1375,TRUE
3182,1375,TRUE
3982,1376,TRUE
396,1377,TRUE
2164,1377,TRUE
2327,1377,TRUE
706,1378,TRUE
856,1378,TRUE
1397,1378,TRUE
1443,1378,TRUE
2049,1378,TRUE
3226,1378,TRUE
1920,1380,TRUE
252,1384,TRUE
2361,1384,TRUE
2299,1385,TRUE
2482,1385,TRUE
2657,1385,TRUE
3747,1385,TRUE
1724,1386,TRUE
1324,1387,TRUE
1421,1387,TRUE
1909,1387,TRUE
3056,1388,TRUE
56,1390,TRUE
3175,1391,TRUE
2000,1392,TRUE
1397,1393,TRUE
2102,1393,TRUE
2250,1393,TRUE
2317,1393,TRUE
2846,1393,TRUE
2848,1393,TRUE
1847,1395,TRUE
2058,1395,TRUE
2125,1395,TRUE
2473,1395,TRUE
1422,1396,TRUE
769,1397,TRUE
1303,1397,TRUE
1378,1397,TRUE
1393,1397,TRUE
1414,1397,TRUE
1457,1397,TRUE
1621,1397,TRUE
1833,1397,TRUE
2102,1397,TRUE
2250,1397,TRUE
2317,1397,TRUE
2389,1397,TRUE
2422,1397,TRUE
2940,1397,TRUE
3164,1397,TRUE
4057,1397,TRUE
2051,1398,TRUE
121,1399,TRUE
199,1399,TRUE
1459,1399,TRUE
1524,1399,TRUE
1835,1399,TRUE
2016,1399,TRUE
2234,1399,TRUE
1342,1400,TRUE
1410,1400,TRUE
2301,1400,TRUE
2925,1400,TRUE
2944,1400,TRUE
119,1401,TRUE
1366,1401,TRUE
1908,1401,TRUE
1961,1401,TRUE
2129,1401,TRUE
2287,1401,TRUE
2773,1401,TRUE
2794,1401,TRUE
3123,1401,TRUE
1403,1402,TRUE
1404,1402,TRUE
1860,1402,TRUE
2301,1402,TRUE
3182,1402,TRUE
1402,1403,TRUE
2301,1403,TRUE
4009,1403,TRUE
1402,1404,TRUE
2732,1404,TRUE
161,1405,TRUE
215,1405,TRUE
386,1405,TRUE
1293,1405,TRUE
1360,1405,TRUE
1646,1405,TRUE
1729,1405,TRUE
1814,1405,TRUE
1815,1405,TRUE
1859,1405,TRUE
1918,1405,TRUE
1962,1405,TRUE
1972,1405,TRUE
2004,1405,TRUE
2005,1405,TRUE
2102,1405,TRUE
2522,1405,TRUE
2579,1405,TRUE
2759,1405,TRUE
3119,1405,TRUE
3979,1405,TRUE
1361,1407,TRUE
1998,1407,TRUE
1930,1408,TRUE
2119,1409,TRUE
2301,1409,TRUE
1400,1410,TRUE
125,1411,TRUE
2345,1411,TRUE
1368,1413,TRUE
1924,1413,TRUE
2423,1413,TRUE
1397,1414,TRUE
